epoch,loss,loss/beta,loss/data,loss/ic,loss/res,loss/smma,lr,step
,,,,,,,0.0005,0
0,2839.542724609375,1.8836421966552734,54.93110275268555,2783.92626953125,0.6858896613121033,,,45
,,,,,,,0.0005,46
1,2028.326904296875,1.2264944314956665,53.765262603759766,1973.6441650390625,0.9175485968589783,,,91
,,,,,,,0.0005,92
2,1825.2119140625,1.5340379476547241,53.652462005615234,1770.734619140625,0.8254552483558655,,,137
,,,,,,,0.0005,138
3,1673.2532958984375,2.625971555709839,53.457576751708984,1618.944580078125,0.8513777852058411,,,183
,,,,,,,0.0005,184
4,1537.5235595703125,2.967125654220581,53.3596305847168,1483.2880859375,0.8761687278747559,,,229
,,,,,,,0.0005,230
5,1412.20751953125,3.2385849952697754,53.32448196411133,1358.0008544921875,0.8821091651916504,,,275
,,,,,,,0.0005,276
6,1295.030029296875,3.455101728439331,53.34897994995117,1240.798095703125,0.8827656507492065,,,321
,,,,,,,0.0005,322
7,1184.720458984375,3.6370575428009033,53.31334686279297,1130.512939453125,0.8939319252967834,,,367
,,,,,,,0.0005,368
8,1080.6552734375,3.7944250106811523,53.28330993652344,1026.474609375,0.8972297310829163,,,413
,,,,,,,0.0005,414
9,982.47607421875,3.928767442703247,53.325748443603516,928.2542114257812,0.8962351679801941,,,459
,,,,,,,0.0005,460
10,889.7695922851562,4.047759056091309,53.305145263671875,835.5592041015625,0.9052652716636658,,,505
,,,,,,,0.0005,506
11,802.3375244140625,4.1511335372924805,53.225364685058594,748.189697265625,0.9225024580955505,,,551
,,,,,,,0.0005,552
12,720.1176147460938,4.244322299957275,53.197635650634766,665.9896240234375,0.930285632610321,,,597
,,,,,,,0.0005,598
13,642.9715576171875,4.327729225158691,53.20833969116211,588.8377685546875,0.9255411624908447,,,643
,,,,,,,0.0005,644
14,570.8822021484375,4.403395652770996,53.317325592041016,516.654296875,0.9104899764060974,,,689
,,,,,,,0.0005,690
15,503.5484924316406,4.471244812011719,53.25169372558594,449.3730773925781,0.9236658215522766,,,735
,,,,,,,0.0005,736
16,441.13653564453125,4.532304286956787,53.306846618652344,386.9145202636719,0.9152288436889648,,,781
,,,,,,,0.0005,782
17,383.4658203125,4.58885383605957,53.28008270263672,329.26153564453125,0.9242455959320068,,,827
,,,,,,,0.0005,828
18,330.5042419433594,4.639819145202637,53.20949935913086,276.35211181640625,0.9426344037055969,,,873
,,,,,,,0.0005,874
19,282.28717041015625,4.685887813568115,53.19322204589844,228.15159606933594,0.9423398375511169,,,919
,,,,,,,0.0005,920
20,238.81556701660156,4.728594779968262,53.23604202270508,184.64430236816406,0.9351986050605774,,,965
,,,,,,,0.0005,966
21,199.99288940429688,4.765303611755371,53.27056121826172,145.7958526611328,0.9264695048332214,,,1011
,,,,,,,0.0005,1012
22,165.87535095214844,4.800548076629639,53.36806869506836,111.59880065917969,0.9084795117378235,,,1057
,,,,,,,0.0005,1058
23,136.29180908203125,4.826964378356934,53.345375061035156,82.03034973144531,0.9160470366477966,,,1103
,,,,,,,0.0005,1104
