epoch,loss,loss/data,loss/data/I,loss/ic,loss/ic/I0,loss/ic/S0,loss/res,loss/res/I,loss/res/S,loss/smma,lr,params/beta,step
,,,,,,,,,,,0.0005,,10856
236,0.0009297200012952089,0.00029783646459691226,0.00029783646459691226,1.4684903362649493e-05,1.0581181868474232e-06,1.3626784493681043e-05,0.0006171988788992167,2.2801286831963807e-06,3.891858341376064e-06,0.002274017781019211,,0.5324055552482605,10901
,,,,,,,,,,,0.0005,,10902
237,0.0008711627451702952,0.00040000653825700283,0.00040000653825700283,6.262772330956068e-06,1.0593884098852868e-06,5.203383807383943e-06,0.0004648933245334774,2.0753091121150646e-06,2.5736239877005573e-06,0.002245960757136345,,0.5318012237548828,10947
,,,,,,,,,,,0.0005,,10948
238,0.000735663459636271,0.0002914935175795108,0.0002914935175795108,5.498155951499939e-05,1.0646905366229475e-06,5.3916872275294736e-05,0.00038918849895708263,1.6877401094461675e-06,2.204144266215735e-06,0.0022157549392431974,,0.533331036567688,10993
,,,,,,,,,,,0.0005,,10994
239,0.0011741656344383955,0.00028131227008998394,0.00028131227008998394,6.0392798332031816e-05,1.033902094604855e-06,5.935889930697158e-05,0.0008324605878442526,3.1841789223108208e-06,5.140426765137818e-06,0.0021949231158941984,,0.5366235375404358,11039
,,,,,,,,,,,0.0005,,11040
240,0.0011784435482695699,0.000390993693144992,0.000390993693144992,4.437829829839757e-06,1.0063693025585962e-06,3.4314605272811605e-06,0.0007830118993297219,2.8542604013637174e-06,4.9758609748096205e-06,0.002174593508243561,,0.5369213223457336,11085
,,,,,,,,,,,0.0005,,11086
241,0.0008105757879093289,0.0003158020554110408,0.0003158020554110408,9.237378981197253e-05,9.98184191303153e-07,9.137561573879793e-05,0.00040239994996227324,1.726763571241463e-06,2.2972358237893786e-06,0.002147313207387924,,0.5380582213401794,11131
,,,,,,,,,,,0.0005,,11132
242,0.0005777371698059142,0.00018116558203473687,0.00018116558203473687,8.821910159895197e-05,1.0334628086638986e-06,8.718561730347574e-05,0.00030835249344818294,1.1729805464710807e-06,1.9105448245682055e-06,0.0021159215830266476,,0.5372694134712219,11177
,,,,,,,,,,,0.0005,,11178
243,0.0011541573330760002,0.00022796379926148802,0.00022796379926148802,8.939359395299107e-05,1.016416831589595e-06,8.83771717781201e-05,0.0008368000853806734,3.122717771475436e-06,5.245281954557868e-06,0.002096686279401183,,0.5388103723526001,11223
,,,,,,,,,,,0.0005,,11224
244,0.001314754132181406,0.0003968850360251963,0.0003968850360251963,3.1434099128091475e-06,9.792325954549597e-07,2.16417720366735e-06,0.0009147259406745434,3.348533937241882e-06,5.798723123007221e-06,0.0020810477435588837,,0.5389101505279541,11269
,,,,,,,,,,,0.0005,,11270
245,0.0010649925097823143,0.0003791770141106099,0.0003791770141106099,1.4132864407656598e-06,9.665062634667265e-07,4.467800351903861e-07,0.000684402184560895,2.647597057148232e-06,4.196425379632274e-06,0.0020607265178114176,,0.5399512052536011,11315
,,,,,,,,,,,0.0005,,11316
246,0.0008484643767587841,0.00029172012000344694,0.00029172012000344694,1.2517150935309473e-05,9.737482287164312e-07,1.1543403161340393e-05,0.0005442271358333528,1.9653496110549895e-06,3.4769216199492803e-06,0.002036481397226453,,0.538901686668396,11361
,,,,,,,,,,,0.0005,,11362
247,0.0011356828035786748,0.00031103796209208667,0.00031103796209208667,3.3423598324588966e-06,9.79028641268087e-07,2.3633315322513226e-06,0.0008213025867007673,2.6864902338274987e-06,5.526535460376181e-06,0.0020184654276818037,,0.5376918911933899,11407
,,,,,,,,,,,0.0005,,11408
248,0.0009508949588052928,0.00031770579516887665,0.00031770579516887665,2.9089108011248754e-06,9.540138989905245e-07,1.954896561073838e-06,0.0006302802357822657,2.622879037517123e-06,3.679922429000726e-06,0.0019971139263361692,,0.5386545062065125,11453
,,,,,,,,,,,0.0005,,11454
249,0.0009277916979044676,0.0003197637852281332,0.0003197637852281332,8.645168236398604e-06,9.551715720590437e-07,7.68999962019734e-06,0.0005993826198391616,2.3581621917401208e-06,3.6356650525704026e-06,0.0019757275003939867,,0.538726270198822,11499
,,,,,,,,,,,0.0005,,11500
250,0.0007373308762907982,0.00030695003806613386,0.00030695003806613386,3.799061914833146e-06,9.356082841804891e-07,2.8634538011829136e-06,0.00042658185702748597,1.6458596974189277e-06,2.619959104777081e-06,0.0019509595585986972,,0.5387113094329834,11545
,,,,,,,,,,,0.0005,,11546
251,0.0008693906129337847,0.00023707555374130607,0.00023707555374130607,3.267194188083522e-05,9.468650432609138e-07,3.172508149873465e-05,0.0005996430991217494,2.117315943905851e-06,3.879115411109524e-06,0.0019293281948193908,,0.5388535261154175,11591
,,,,,,,,,,,0.0005,,11592
252,0.00066930748289451,0.00032397761242464185,0.00032397761242464185,7.08747165845125e-06,9.312830684393703e-07,6.156187282613246e-06,0.000338242418365553,1.6931898016991909e-06,1.689233727120154e-06,0.0019041277701035142,,0.538566529750824,11637
,,,,,,,,,,,0.0005,,11638
253,0.0005732376012019813,0.00026943895500153303,0.00026943895500153303,3.7683037135138875e-06,9.196872383654409e-07,2.8486165319918655e-06,0.0003000303986482322,1.1908534816029714e-06,1.809450623113662e-06,0.0018775099888443947,,0.5399657487869263,11683
,,,,,,,,,,,0.0005,,11684
254,0.0010629701428115368,0.0002658540615811944,0.0002658540615811944,1.612086407476454e-06,9.093955100070161e-07,7.026906700957625e-07,0.0007955039036460221,3.0235519261623267e-06,4.931488092552172e-06,0.001861219177953899,,0.5406055450439453,11729
,,,,,,,,,,,0.0005,,11730
255,0.0015011295909062028,0.0003972256672568619,0.0003972256672568619,9.689839498605579e-05,9.058052228283486e-07,9.599258919479325e-05,0.0010070056887343526,3.332489086460555e-06,6.737566764059011e-06,0.0018540173768997192,,0.5392156839370728,11775
,,,,,,,,,,,0.0005,,11776
256,0.0009845105232670903,0.0004302075249142945,0.0004302075249142945,1.8061848095385358e-05,9.228930935023527e-07,1.713895471766591e-05,0.0005362412193790078,2.200592234657961e-06,3.1618194498150842e-06,0.0018366272561252117,,0.5380657911300659,11821
,,,,,,,,,,,0.0005,,11822
257,0.0013506574323400855,0.0002599380968604237,0.0002599380968604237,3.099837704212405e-05,9.312300335295731e-07,3.006714177899994e-05,0.0010597208747640252,3.715091452249908e-06,6.88211684973794e-06,0.0018269078573212028,,0.5391913652420044,11867
,,,,,,,,,,,0.0005,,11868
258,0.001482612919062376,0.0003916388377547264,0.0003916388377547264,0.00044705893378704786,8.921411449591687e-07,0.00044616672676056623,0.000643914972897619,2.57960164162796e-06,3.859548996842932e-06,0.0018200218910351396,,0.5376668572425842,11913
,,,,,,,,,,,0.0005,,11914
259,0.0014195579569786787,0.00034423821489326656,0.00034423821489326656,0.0005387714481912553,8.830820661387406e-07,0.0005378883215598762,0.0005365480901673436,2.1161285985726863e-06,3.249352857892518e-06,0.0018120126333087683,,0.5375784635543823,11959
,,,,,,,,,,,0.0005,,11960
260,0.0005761879147030413,0.00020597701950464398,0.00020597701950464398,7.930641913844738e-06,9.020344009513792e-07,7.028608706605155e-06,0.000362280203262344,1.4136174968371051e-06,2.2091840037319344e-06,0.0017872961470857263,,0.5373552441596985,12005
,,,,,,,,,,,0.0005,,12006
261,0.0012047832133248448,0.0002318327606189996,0.0002318327606189996,1.968441665667342e-06,8.955274211075448e-07,1.072914301403216e-06,0.000970982073340565,3.411117177165579e-06,6.298702373896958e-06,0.0017756458837538958,,0.5373411774635315,12051
,,,,,,,,,,,0.0005,,12052
262,0.0012046417687088251,0.0003139521577395499,0.0003139521577395499,1.8642057284523617e-06,8.831346463011869e-07,9.810711389945936e-07,0.0008888253942131996,3.3375506518495968e-06,5.550701644096989e-06,0.001764225773513317,,0.5360946655273438,12097
,,,,,,,,,,,0.0005,,12098
263,0.00076848961180076,0.0003713321639224887,0.0003713321639224887,2.291340706506162e-06,8.582574650972674e-07,1.4330834119391511e-06,0.0003948661033064127,1.8302285980098532e-06,2.118432803399628e-06,0.0017443110700696707,,0.5372738242149353,12143
,,,,,,,,,,,0.0005,,12144
264,0.0009075641864910722,0.00031476144795306027,0.00031476144795306027,3.020999429281801e-06,8.689415835760883e-07,2.1520575046451995e-06,0.0005897816736251116,2.500599748600507e-06,3.3972180517594097e-06,0.0017275761347264051,,0.5372980237007141,12189
,,,,,,,,,,,0.0005,,12190
265,0.0009693325846455991,0.00038935773773118854,0.00038935773773118854,1.0034454135166015e-05,8.696011946085491e-07,9.164853508991655e-06,0.0005699405446648598,2.1253292743494967e-06,3.5740767998504452e-06,0.0017124112928286195,,0.5362548828125,12235
,,,,,,,,,,,0.0005,,12236
266,0.0008465666323900223,0.00040634218021295965,0.00040634218021295965,6.235340697458014e-05,8.607686368122813e-07,6.149262480903417e-05,0.0003778708924073726,1.520884666206257e-06,2.2578251446248032e-06,0.001695094397291541,,0.537480354309082,12281
,,,,,,,,,,,0.0005,,12282
267,0.0006311237812042236,0.0001626219745958224,0.0001626219745958224,1.7909662346937694e-05,8.629998546894058e-07,1.7046661014319398e-05,0.00045059225521981716,1.4929128155927174e-06,3.0130092909530504e-06,0.0016738149570301175,,0.5385259389877319,12327
,,,,,,,,,,,0.0005,,12328
268,0.0008906797738745809,0.00029261919553391635,0.00029261919553391635,1.4523518530040747e-06,8.710761107977305e-07,5.812760264234385e-07,0.0005966081516817212,2.2586275463254424e-06,3.707453515744419e-06,0.0016581523232161999,,0.5382093191146851,12373
,,,,,,,,,,,0.0005,,12374
269,0.0007200533291324973,0.00025077268946915865,0.00025077268946915865,2.325613195353071e-06,8.605312018516997e-07,1.465082164031628e-06,0.0004669549234677106,2.0129978111071978e-06,2.65655285147659e-06,0.0016393903642892838,,0.538072943687439,12419
,,,,,,,,,,,0.0005,,12420
270,0.0004947666311636567,0.0002480900438968092,0.0002480900438968092,5.058508122601779e-06,8.486524620821001e-07,4.209856342640705e-06,0.0002416180504951626,1.059567580341536e-06,1.356613211100921e-06,0.0016164978733286262,,0.5398204326629639,12465
,,,,,,,,,,,0.0005,,12466
271,0.000418717012507841,0.00022642039402853698,0.00022642039402853698,3.725704300450161e-05,8.374509548048081e-07,3.641958755906671e-05,0.0001550394663354382,6.980255875532748e-07,8.523689984940575e-07,0.0015925421612337232,,0.5415284037590027,12511
,,,,,,,,,,,0.0005,,12512
272,0.00037275999784469604,0.00019216375949326903,0.00019216375949326903,1.0329280485166237e-05,8.347327025148843e-07,9.494548066868447e-06,0.00017026698333211243,8.255985903815599e-07,8.770713293415611e-07,0.0015681465156376362,,0.5432849526405334,12557
,,,,,,,,,,,0.0005,,12558
273,0.0010663800640031695,0.00016942886577453464,0.00016942886577453464,2.332917028979864e-05,8.268791589216562e-07,2.2502288629766554e-05,0.0008736220770515501,3.144397169307922e-06,5.5918230827955995e-06,0.0015581112820655107,,0.5447348356246948,12603
,,,,,,,,,,,0.0005,,12604
274,0.0010137392673641443,0.00027190230321139097,0.00027190230321139097,1.3707312973565422e-05,8.18098612853646e-07,1.288921612285776e-05,0.0007281294674612582,2.854993681467022e-06,4.426301529747434e-06,0.0015472237719222903,,0.5435984134674072,12649
,,,,,,,,,,,0.0005,,12650
275,0.0011626232881098986,0.00028189149452373385,0.00028189149452373385,0.00011511263437569141,8.001370588317513e-07,0.00011431248276494443,0.0007656192174181342,2.8841923267464153e-06,4.771999556396622e-06,0.0015395317459478974,,0.5448475480079651,12695
,,,,,,,,,,,0.0005,,12696
276,0.0009045585175044835,0.00018227146938443184,0.00018227146938443184,6.00137946094037e-06,7.988869583641645e-07,5.202492047828855e-06,0.0007162857218645513,2.4589005533925956e-06,4.703955710283481e-06,0.0015268323477357626,,0.5434902310371399,12741
,,,,,,,,,,,0.0005,,12742
277,0.0012405869783833623,0.00036720093339681625,0.00036720093339681625,8.027006515476387e-06,7.893002589298703e-07,7.23770608601626e-06,0.0008653590921312571,3.2366572213504696e-06,5.416933618107578e-06,0.0015211073914542794,,0.5419003367424011,12787
,,,,,,,,,,,0.0005,,12788
278,0.0006038405699655414,0.00024816684890538454,0.00024816684890538454,1.5187859389698133e-05,7.796618319844129e-07,1.4408190509129781e-05,0.00034048579982481897,1.3861156276107067e-06,2.018742407017271e-06,0.001502762082964182,,0.542438805103302,12833
,,,,,,,,,,,0.0005,,12834
279,0.000588946626521647,0.0001824570936150849,0.0001824570936150849,5.6456916354363784e-05,7.847849587960809e-07,5.567213156609796e-05,0.0003500325547065586,1.5187341659839149e-06,1.9815922769339522e-06,0.0014844858087599277,,0.5427558422088623,12879
,,,,,,,,,,,0.0005,,12880
280,0.0010399011662229896,0.00024237179604824632,0.00024237179604824632,1.6715730453142896e-05,7.927258138806792e-07,1.5923005776130594e-05,0.0007808135123923421,2.991244400618598e-06,4.816891760128783e-06,0.0014755941228941083,,0.5430629849433899,12925
,,,,,,,,,,,0.0005,,12926
281,0.0007147526484914124,0.00028055263101123273,0.00028055263101123273,2.073237374133896e-05,7.700596711401886e-07,1.996231912926305e-05,0.0004134675837121904,1.669906282586453e-06,2.4647702048241626e-06,0.001460377243347466,,0.544342041015625,12971
,,,,,,,,,,,0.0005,,12972
282,0.0009358850657008588,0.00022720546985510737,0.00022720546985510737,2.171462710975902e-06,8.011924137463211e-07,1.370270751976932e-06,0.0007065081153996289,2.525881882320391e-06,4.539198926067911e-06,0.0014498874079436064,,0.5440071225166321,13017
,,,,,,,,,,,0.0005,,13018
283,0.0009598010801710188,0.0004898218903690577,0.0004898218903690577,3.4491613405407406e-06,7.939393640299386e-07,2.6552218059805455e-06,0.0004665297456085682,2.1265864234010223e-06,2.538712351451977e-06,0.0014400857035070658,,0.5437372326850891,13063
,,,,,,,,,,,0.0005,,13064
284,0.0008583398885093629,0.00014448576257564127,0.00014448576257564127,3.7896252251812257e-06,7.897504588072479e-07,2.999875505338423e-06,0.000710064428858459,2.6568684461381054e-06,4.443776560947299e-06,0.0014284508069977164,,0.5452213287353516,13109
,,,,,,,,,,,0.0005,,13110
285,0.000977920601144433,0.00024625283549539745,0.00024625283549539745,2.400839002802968e-05,7.527829666287289e-07,2.3255610358319245e-05,0.0007076591136865318,3.0058838547120104e-06,4.070707745995605e-06,0.0014194401446729898,,0.5455148816108704,13155
,,,,,,,,,,,0.0005,,13156
286,0.0007611994515173137,0.0001613708445802331,0.0001613708445802331,3.259320874349214e-05,7.658342724425893e-07,3.182738510076888e-05,0.0005672354600392282,2.182607431677752e-06,3.4897475416073576e-06,0.001406275318004191,,0.5461717247962952,13201
,,,,,,,,,,,0.0005,,13202
287,0.0009460026049055159,0.0002389843575656414,0.0002389843575656414,0.00010148010187549517,7.613191428390564e-07,0.00010071879660245031,0.0006055380799807608,2.5694632768136216e-06,3.4859190236602444e-06,0.0013970698928460479,,0.547232449054718,13247
,,,,,,,,,,,0.0005,,13248
288,0.0008370073628611863,0.00023068281006999314,0.00023068281006999314,0.00023567779862787575,7.474199605894682e-07,0.00023493041226174682,0.00037064679781906307,1.586319172020012e-06,2.1201490199018735e-06,0.0013858686434105039,,0.5485418438911438,13293
,,,,,,,,,,,0.0005,,13294
289,0.0003754040226340294,0.00015363586135208607,0.00015363586135208607,2.6608975531416945e-05,7.361343818956811e-07,2.5872843252727762e-05,0.00019515915482770652,9.558875717630144e-07,9.957042266250937e-07,0.0013656594092026353,,0.5499699115753174,13339
,,,,,,,,,,,0.0005,,13340
290,0.0005803749663755298,0.0002002526307478547,0.0002002526307478547,1.2829045772377867e-06,7.196269962150836e-07,5.632772968056088e-07,0.0003788394678849727,1.403806209054892e-06,2.3845893792895367e-06,0.0013499537017196417,,0.5524764060974121,13385
,,,,,,,,,,,0.0005,,13386
291,0.0006826745229773223,0.0001903703378047794,0.0001903703378047794,8.868184977472993e-07,7.151019190132502e-07,1.7171646504721139e-07,0.0004914174205623567,1.963740032806527e-06,2.9504333269869676e-06,0.0013366080820560455,,0.5527758598327637,13431
,,,,,,,,,,,0.0005,,13432
292,0.0008329141419380903,0.00019719517149496824,0.00019719517149496824,1.2741768387058983e-06,7.247575695146224e-07,5.494195534083701e-07,0.0006344448192976415,2.4073815438896418e-06,3.93706613976974e-06,0.0013265341985970736,,0.5520529747009277,13477
,,,,,,,,,,,0.0005,,13478
293,0.0006918747094459832,0.000219498120713979,0.000219498120713979,5.441152552521089e-06,7.138297632991453e-07,4.7273229029087815e-06,0.0004669353656936437,1.980482466024114e-06,2.6888715183304157e-06,0.0013138409703969955,,0.5517264008522034,13523
,,,,,,,,,,,0.0005,,13524
294,0.0008577481494285166,0.00016238453099504113,0.00016238453099504113,1.5477391571039334e-05,7.015579512881231e-07,1.4775835552427452e-05,0.0006798863178119063,2.6094917302543763e-06,4.189371338725323e-06,0.0013047191314399242,,0.5525069832801819,13569
,,,,,,,,,,,0.0005,,13570
295,0.0006826531607657671,0.0002687910746317357,0.0002687910746317357,3.622279109549709e-05,6.887447625558707e-07,3.5534045309759676e-05,0.00037763931322842836,1.6729085245970055e-06,2.103484348481288e-06,0.0012922778259962797,,0.5522982478141785,13615
,,,,,,,,,,,0.0005,,13616
296,0.0007712626829743385,0.0002684133069124073,0.0002684133069124073,0.00010308515629731119,6.982034506108903e-07,0.00010238696268061176,0.00039976421976462007,1.579852892064082e-06,2.417788664388354e-06,0.0012818574905395508,,0.5520637035369873,13661
,,,,,,,,,,,0.0005,,13662
297,0.0006969565292820334,0.00017230545927304775,0.00017230545927304775,4.988818182027899e-05,7.021175747468078e-07,4.918607373838313e-05,0.0004747629282064736,1.8020531342699542e-06,2.9455761705321493e-06,0.0012701594969257712,,0.5514861941337585,13707
,,,,,,,,,,,0.0005,,13708
298,0.00036536145489662886,0.00013990761362947524,0.00013990761362947524,8.155678187904414e-06,6.934810130587721e-07,7.462196208507521e-06,0.00021729811851400882,1.0079982075694716e-06,1.164982677437365e-06,0.001252063550055027,,0.5514380931854248,13753
,,,,,,,,,,,0.0005,,13754
299,0.0004955723416060209,0.0001299935538554564,0.0001299935538554564,1.85962508112425e-05,6.844197741884273e-07,1.7911828763317317e-05,0.0003469824732746929,1.3046525282334187e-06,2.1651721908710897e-06,0.0012369337491691113,,0.5532863736152649,13799
,,,,,,,,,,,0.0005,,13800
300,0.0005029628518968821,0.00018063645984511822,0.00018063645984511822,5.810283710161457e-06,6.798299523325113e-07,5.1304541557328776e-06,0.00031651611789129674,1.3581807252194267e-06,1.8069802081299713e-06,0.001222254359163344,,0.5539379119873047,13845
,,,,,,,,,,,0.0005,,13846
301,0.0005823057726956904,0.00019095276365987957,0.00019095276365987957,8.736315066926181e-06,6.772505116714456e-07,8.05906438472448e-06,0.0003826167667284608,1.4883212315908168e-06,2.3378461264655925e-06,0.0012094553094357252,,0.5549942255020142,13891
,,,,,,,,,,,0.0005,,13892
302,0.0009608308901078999,0.0001849679829319939,0.0001849679829319939,1.0277391993440688e-05,6.656321147602284e-07,9.61175737757003e-06,0.0007655855151824653,2.917150823122938e-06,4.738704319606768e-06,0.0012044828617945313,,0.556529700756073,13937
,,,,,,,,,,,0.0005,,13938
303,0.0011153430677950382,0.00029234233079478145,0.00029234233079478145,1.5123742741707247e-05,6.523798106172762e-07,1.4471361282630824e-05,0.0008078771643340588,3.0647645417047897e-06,5.014007001591381e-06,0.0012027000775560737,,0.5573609471321106,13983
,,,,,,,,,,,0.0005,,13984
304,0.00037193915341049433,0.00019833477563224733,0.00019833477563224733,5.860787496203557e-06,6.650614068348659e-07,5.195725407247664e-06,0.0001677435648161918,7.606591907460825e-07,9.167763437289977e-07,0.0011860848171636462,,0.5577192902565002,14029
,,,,,,,,,,,0.0005,,14030
305,0.0005388258141465485,0.00010518066846998408,0.00010518066846998408,3.2699815619707806e-06,6.733973236805468e-07,2.596584636194166e-06,0.00043037516297772527,1.5655891729693394e-06,2.7381631753087277e-06,0.0011731396662071347,,0.5592833161354065,14075
,,,,,,,,,,,0.0005,,14076
306,0.0005150732467882335,0.00013628134911414236,0.00013628134911414236,3.5492282677296316e-06,6.533731493618689e-07,2.8958552320546005e-06,0.0003752425836864859,1.417130420122703e-06,2.3352959033218212e-06,0.0011599783319979906,,0.5619539022445679,14121
,,,,,,,,,,,0.0005,,14122
307,0.0006797070382162929,0.00010138892685063183,0.00010138892685063183,3.9491055758844595e-06,6.66119092329609e-07,3.282986654085107e-06,0.0005743690417148173,2.5870363060676027e-06,3.1566542020300403e-06,0.0011503729037940502,,0.5628805160522461,14167
,,,,,,,,,,,0.0005,,14168
308,0.0011939770774915814,0.00017075875075533986,0.00017075875075533986,3.0497338229906745e-05,6.334940962915425e-07,2.986383879033383e-05,0.0009927208302542567,3.876310984196607e-06,6.050897809473099e-06,0.0011512449709698558,,0.5627611875534058,14213
,,,,,,,,,,,0.0005,,14214
309,0.00041143468115478754,0.00020670844241976738,0.00020670844241976738,1.3210441238697967e-06,6.271725965234509e-07,6.938715273463458e-07,0.00020340517221484333,8.266558779723709e-07,1.2073961670466815e-06,0.001136448816396296,,0.5626261830329895,14259
,,,,,,,,,,,0.0005,,14260
310,0.0007293285452760756,0.0001832919951993972,0.0001832919951993972,0.00017882352403830737,6.246166890377935e-07,0.00017819891218096018,0.0003672130696941167,1.5345055999205215e-06,2.137625187970116e-06,0.0011283063795417547,,0.5631294846534729,14305
,,,,,,,,,,,0.0005,,14306
311,0.0008301867637783289,0.00013324608153197914,0.00013324608153197914,0.00012466867337934673,6.427358130167704e-07,0.00012402591528370976,0.0005722719943150878,2.3378011064778548e-06,3.384918727533659e-06,0.0011223439360037446,,0.5628452897071838,14351
,,,,,,,,,,,0.0005,,14352
312,0.0005364175885915756,0.00013024483632761985,0.00013024483632761985,1.8293503671884537e-06,6.327773007797077e-07,1.1965732937824214e-06,0.00040434335824102163,1.5067205367813585e-06,2.536713054723805e-06,0.0011106254532933235,,0.5635337829589844,14397
,,,,,,,,,,,0.0005,,14398
313,0.00082800118252635,0.00016232159396167845,0.00016232159396167845,1.8030613091468695e-06,6.447217515415105e-07,1.1583393870751024e-06,0.0006638764753006399,2.5713757167977747e-06,4.067389454576187e-06,0.0011049730237573385,,0.5628790259361267,14443
,,,,,,,,,,,0.0005,,14444
314,0.0005980171263217926,0.00017083642887882888,0.00017083642887882888,5.48124307897524e-06,6.28075497388636e-07,4.853166956308996e-06,0.00042169931111857295,1.774984866642626e-06,2.4420091904175933e-06,0.0010948338313028216,,0.5635274648666382,14489
,,,,,,,,,,,0.0005,,14490
315,0.0005804323009215295,0.0001689327327767387,0.0001689327327767387,4.431894012668636e-06,6.179890874591365e-07,3.8139044136187294e-06,0.0004070676804985851,1.632461817280273e-06,2.4382145511481212e-06,0.00108454586006701,,0.563252866268158,14535
,,,,,,,,,,,0.0005,,14536
316,0.0008515716181136668,0.00022281771816778928,0.00022281771816778928,2.6378761504020076e-06,5.999272048029525e-07,2.0379488887556363e-06,0.0006261159433051944,2.33687774198188e-06,3.924281827494269e-06,0.0010798863368108869,,0.5627031326293945,14581
,,,,,,,,,,,0.0005,,14582
317,0.0004658571560867131,0.00014996397658251226,0.00014996397658251226,1.0638814273988828e-06,5.980708124297962e-07,4.658107002342149e-07,0.00031482931808568537,1.2807777238776907e-06,1.867515948106302e-06,0.0010676058009266853,,0.5611697435379028,14627
,,,,,,,,,,,0.0005,,14628
318,0.0006446968764066696,0.00015054619871079922,0.00015054619871079922,0.00019781733863055706,5.994709226797568e-07,0.00019721784337889403,0.00029633313533850014,1.2297040257180925e-06,1.7336282098767697e-06,0.0010591475293040276,,0.56057208776474,14673
,,,,,,,,,,,0.0005,,14674
319,0.0009627045947127044,9.68163731158711e-05,9.68163731158711e-05,0.00017638620920479298,5.969366725366854e-07,0.0001757892605382949,0.0006895019905641675,2.7386022338760085e-06,4.156418981438037e-06,0.001057218760251999,,0.5611556768417358,14719
,,,,,,,,,,,0.0005,,14720
320,0.0004051898722536862,0.0001516240299679339,0.0001516240299679339,7.848337190807797e-06,5.914130269957241e-07,7.256925528054126e-06,0.00024571752874180675,1.1442878076195484e-06,1.3128877753842971e-06,0.0010441781487315893,,0.5607654452323914,14765
,,,,,,,,,,,0.0005,,14766
321,0.00047275584074668586,0.00013081877841614187,0.00013081877841614187,2.3112368126021465e-06,6.214750669641944e-07,1.6897621435418841e-06,0.0003396257816348225,1.5596264120176784e-06,1.83663166808401e-06,0.0010327496565878391,,0.5609394907951355,14811
,,,,,,,,,,,0.0005,,14812
322,0.0006911628297530115,0.0002301634958712384,0.0002301634958712384,1.3911390851717442e-05,6.005010391163523e-07,1.3310889698914252e-05,0.00044708792120218277,1.7225308965862496e-06,2.7483479243528564e-06,0.0010259179398417473,,0.5648086667060852,14857
,,,,,,,,,,,0.0005,,14858
323,0.0002990649954881519,7.792261021677405e-05,7.792261021677405e-05,2.3055235942592844e-05,5.943481937720207e-07,2.2460886611952446e-05,0.00019808716024272144,7.974354616635537e-07,1.1834363249363378e-06,0.0010113809257745743,,0.5673551559448242,14903
,,,,,,,,,,,0.0005,,14904
324,0.0006468254723586142,2.8378457500366494e-05,2.8378457500366494e-05,1.1014461961167399e-05,6.116263762123708e-07,1.0402835869172122e-05,0.0006074325065128505,2.5486754111625487e-06,3.5256491628388176e-06,0.0010040898341685534,,0.5677122473716736,14949
,,,,,,,,,,,0.0005,,14950
325,0.0008878879016265273,6.718216900480911e-05,6.718216900480911e-05,0.00027857095119543374,5.89007697726629e-07,0.0002779819769784808,0.0005421348614618182,2.2832691684016027e-06,3.1380784548673546e-06,0.0010017657186836004,,0.5710304379463196,14995
,,,,,,,,,,,0.0005,,14996
326,0.0003430047945585102,7.563315739389509e-05,7.563315739389509e-05,7.202774577308446e-05,5.672202405548887e-07,7.146055577322841e-05,0.00019534393504727632,8.521884069523367e-07,1.1012509730790043e-06,0.000988590531051159,,0.57258540391922,15041
,,,,,,,,,,,0.0005,,15042
327,0.00037716032238677144,7.822554471204057e-05,7.822554471204057e-05,8.265257633865986e-07,5.707170771529491e-07,2.5580845885997405e-07,0.0002981082652695477,1.227818302140804e-06,1.7532637457406963e-06,0.0009763619164004922,,0.5731421113014221,15087
,,,,,,,,,,,0.0005,,15088
328,0.00018331827595829964,5.275624789646827e-05,5.275624789646827e-05,1.324740310337802e-06,5.718549118682859e-07,7.528854553129349e-07,0.00012923731992486864,5.927640813752078e-07,6.996089041422238e-07,0.0009605010272935033,,0.5736552476882935,15133
,,,,,,,,,,,0.0005,,15134
329,0.00014071147597860545,2.8121661671320908e-05,2.8121661671320908e-05,8.760846412769752e-07,5.666075821864069e-07,3.0947708751227765e-07,0.00011171374353580177,5.083282417217561e-07,6.088090458433726e-07,0.0009441052679903805,,0.5751704573631287,15179
,,,,,,,,,,,0.0005,,15180
330,0.0007432100246660411,9.78789321379736e-05,9.78789321379736e-05,4.502178853726946e-06,5.458848022499296e-07,3.956294222007273e-06,0.000640828744508326,2.5501665277261054e-06,3.858122454403201e-06,0.0009400873677805066,,0.5765708088874817,15225
,,,,,,,,,,,0.0005,,15226
331,0.0007186938310042024,0.00013140348892193288,0.00013140348892193288,1.9413662357692374e-06,5.376062404138793e-07,1.4037597111382638e-06,0.0005853489274159074,2.0792042505490826e-06,3.7742847780464217e-06,0.0009356595110148191,,0.5761711001396179,15271
,,,,,,,,,,,0.0005,,15272
332,0.00043592581641860306,0.00010494059097254649,0.00010494059097254649,1.140120843956538e-06,5.389502462094242e-07,6.011706545905326e-07,0.0003298451192677021,1.39576025048882e-06,1.9026915651920717e-06,0.0009256647899746895,,0.5756768584251404,15317
,,,,,,,,,,,0.0005,,15318
333,0.0004524574032984674,7.041589560685679e-05,7.041589560685679e-05,7.261786549861426e-07,5.431645604403457e-07,1.830141087566517e-07,0.00038131530163809657,1.5610032733093249e-06,2.2521496703120647e-06,0.000916200689971447,,0.5749688744544983,15363
,,,,,,,,,,,0.0005,,15364
