epoch,loss,loss/data,loss/data/I,loss/ic,loss/ic/I0,loss/ic/S0,loss/res,loss/res/I,loss/res/S,loss/smma,lr,params/beta,step
11,0.00969909317791462,0.009186831302940845,0.009186831302940845,1.3753186976828147e-05,8.470361535728443e-06,5.282826805341756e-06,0.0004985074629075825,2.486910034349421e-06,2.498163894415484e-06,,,0.4442180395126343,551
,,,,,,,,,,,0.0005,,552
12,0.009529465809464455,0.009068349376320839,0.009068349376320839,9.547575245960616e-06,7.805554560036398e-06,1.7420184121874627e-06,0.0004515706968959421,2.5828660454862984e-06,1.932840632434818e-06,,,0.4320903718471527,597
,,,,,,,,,,,0.0005,,598
13,0.009367743507027626,0.008782594464719296,0.008782594464719296,9.50864159676712e-06,7.849856046959758e-06,1.6587866866757395e-06,0.0005756397149525583,2.7881130790774478e-06,2.968283524751314e-06,,,0.4176918864250183,643
,,,,,,,,,,,0.0005,,644
14,0.009133007377386093,0.008547643199563026,0.008547643199563026,9.636685717850924e-06,7.596918294439092e-06,2.0397681055328576e-06,0.000575726036913693,2.5098875084950123e-06,3.247372205805732e-06,,,0.4022328853607178,689
,,,,,,,,,,,0.0005,,690
15,0.009217407554388046,0.008310527540743351,0.008310527540743351,1.0228131941403262e-05,7.998812179721426e-06,2.2293179426924326e-06,0.0008966526947915554,3.274888968007872e-06,5.691637852578424e-06,,,0.3863292336463928,735
,,,,,,,,,,,0.0005,,736
16,0.008921048603951931,0.0080308448523283,0.0080308448523283,1.096514915843727e-05,8.073690878518391e-06,2.891460098908283e-06,0.0008792378357611597,2.4477835722791497e-06,6.344595931295771e-06,,,0.3708927631378174,781
,,,,,,,,,,,0.0005,,782
17,0.00872323103249073,0.008058261126279831,0.008058261126279831,8.147420885507017e-06,6.316895451163873e-06,1.8305248659089557e-06,0.0006568240351043642,2.3293714548344724e-06,4.238870133121964e-06,,,0.3574526607990265,827
,,,,,,,,,,,0.0005,,828
18,0.008716472424566746,0.007863277569413185,0.007863277569413185,7.5299244599591475e-06,6.391941951733315e-06,1.1379814850442926e-06,0.0008456645300611854,1.6452594309157575e-06,6.8113863562757615e-06,,,0.3449355363845825,873
,,,,,,,,,,,0.0005,,874
19,0.008220200426876545,0.00755683658644557,0.00755683658644557,8.057671948336065e-06,6.069597930036252e-06,1.988073790926137e-06,0.0006553055136464536,1.3306337223184528e-06,5.222422714723507e-06,,,0.3362005352973938,919
,,,,,,,,,,,0.0005,,920
20,0.008347737602889538,0.007829899899661541,0.007829899899661541,6.438481250370387e-06,5.613926077785436e-06,8.245542630902492e-07,0.000511400867253542,1.473937913942791e-06,3.6400710996531416e-06,,,0.32651758193969727,965
,,,,,,,,,,,0.0005,,966
21,0.008300649002194405,0.007916096597909927,0.007916096597909927,5.4791335060144775e-06,5.14786097483011e-06,3.3127207643701695e-07,0.0003790718037635088,1.0672979442460928e-06,2.723420493566664e-06,,,0.3159925937652588,1011
,,,,,,,,,,,0.0005,,1012
22,0.00819767452776432,0.007818221114575863,0.007818221114575863,5.609055278910091e-06,5.192446224100422e-06,4.1660908323137846e-07,0.0003738435043487698,1.1524969067977509e-06,2.585937636467861e-06,,,0.3064851760864258,1057
,,,,,,,,,,,0.0005,,1058
23,0.008125795051455498,0.007815594784915447,0.007815594784915447,5.1255155995022506e-06,4.733969035441987e-06,3.9154647879513504e-07,0.00030507537303492427,8.856401905177336e-07,2.16511330108915e-06,,,0.29890310764312744,1103
,,,,,,,,,,,0.0005,,1104
24,0.008012971840798855,0.007673435378819704,0.007673435378819704,5.0335620471742e-06,4.538781467999797e-06,4.94781033921754e-07,0.00033450571936555207,9.334833634966344e-07,2.411573859717464e-06,,,0.2931787371635437,1149
,,,,,,,,,,,0.0005,,1150
25,0.00797613337635994,0.00770639767870307,0.00770639767870307,4.433934464032063e-06,4.175019967078697e-06,2.5891543486977753e-07,0.00026530190370976925,8.331296612595906e-07,1.81988889380591e-06,,,0.28760528564453125,1195
,,,,,,,,,,,0.0005,,1196
26,0.007890074513852596,0.007614062167704105,0.007614062167704105,4.263601567799924e-06,3.903391643689247e-06,3.6020961147187336e-07,0.00027175204013474286,8.349928179995914e-07,1.8825272718459019e-06,,,0.28390491008758545,1241
,,,,,,,,,,,0.0005,,1242
27,0.00783851183950901,0.007572833448648453,0.007572833448648453,3.876601113006473e-06,3.5876992114936e-06,2.889013899221027e-07,0.0002618000435177237,8.10443509635661e-07,1.8075566003972199e-06,,,0.2809518575668335,1287
,,,,,,,,,,,0.0005,,1288
28,0.007807326968759298,0.007552540861070156,0.007552540861070156,3.69266717825667e-06,3.30894545186311e-06,3.8372181165868824e-07,0.0002510956837795675,7.706615861025057e-07,1.7402952607881161e-06,,,0.2784799337387085,1333
,,,,,,,,,,,0.0005,,1334
29,0.007747015915811062,0.007493847515434027,0.007493847515434027,3.3569219795026584e-06,3.040142246391042e-06,3.1678050049777084e-07,0.0002498133108019829,8.099576120912388e-07,1.688175643721479e-06,,,0.27654504776000977,1379
,,,,,,,,,,,0.0005,,1380
30,0.007725714705884457,0.007474828977137804,0.007474828977137804,3.243444780309801e-06,2.8372901397233363e-06,4.061545553213364e-07,0.0002476434747222811,7.957479510878329e-07,1.680686750660243e-06,,,0.27527302503585815,1425
,,,,,,,,,,,0.0005,,1426
31,0.007662602234631777,0.007434881292283535,0.007434881292283535,2.9599755180242937e-06,2.6447639811522095e-06,3.1521145160695596e-07,0.00022476004960481077,7.984116336956504e-07,1.4491882893707952e-06,,,0.27421262860298157,1471
,,,,,,,,,,,0.0005,,1472
32,0.0076467604376375675,0.007404002360999584,0.007404002360999584,2.8553151878440985e-06,2.462481461407151e-06,3.928336695935286e-07,0.00023990179761312902,8.115732725855196e-07,1.587444671713456e-06,,,0.2735762298107147,1517
,,,,,,,,,,,0.0005,,1518
33,0.007593338377773762,0.007370867300778627,0.007370867300778627,2.704817461562925e-06,2.3406880700349575e-06,3.6412922099771095e-07,0.00021976616699248552,8.236958706220321e-07,1.373965346829209e-06,,,0.2730541527271271,1563
,,,,,,,,,,,0.0005,,1564
34,0.007566574029624462,0.007332067005336285,0.007332067005336285,2.6215045636490686e-06,2.1874081994610606e-06,4.340969894656155e-07,0.000231885293032974,8.233191692852415e-07,1.4955336382627138e-06,,,0.2728123664855957,1609
,,,,,,,,,,,0.0005,,1610
35,0.007532323710620403,0.0073147062212228775,0.0073147062212228775,2.476820100127952e-06,2.096699972753413e-06,3.801204400133429e-07,0.00021514044783543795,8.522910661667993e-07,1.2991133644391084e-06,,,0.272641122341156,1655
,,,,,,,,,,,0.0005,,1656
36,0.007507815025746822,0.007265047170221806,0.007265047170221806,2.450354941174737e-06,1.97294457393582e-06,4.774105946125928e-07,0.0002403155085630715,8.620658604741038e-07,1.5410889773193048e-06,,,0.27265825867652893,1701
,,,,,,,,,,,0.0005,,1702
37,0.007479637861251831,0.007259644102305174,0.007259644102305174,2.3117872842703946e-06,1.9044092596232076e-06,4.073780530688964e-07,0.0002176807029172778,8.861757123668212e-07,1.2906317579108872e-06,,,0.27270156145095825,1747
,,,,,,,,,,,0.0005,,1748
38,0.007439859677106142,0.007207135669887066,0.007207135669887066,2.241790980406222e-06,1.791228669389966e-06,4.5056228259454656e-07,0.0002304816007381305,9.277540016228158e-07,1.3770616078545572e-06,,,0.27286404371261597,1793
,,,,,,,,,,,0.0005,,1794
39,0.00742915365844965,0.007213620003312826,0.007213620003312826,2.2026886199455475e-06,1.7352367649436928e-06,4.6745191184527357e-07,0.00021333288168534636,8.726069609110709e-07,1.2607216604010318e-06,,,0.27327075600624084,1839
,,,,,,,,,,,0.0005,,1840
40,0.007397782523185015,0.007164837326854467,0.007164837326854467,2.0570246306306217e-06,1.6207848148042103e-06,4.3623944634418876e-07,0.00023088807938620448,9.332539434581122e-07,1.3756267662756727e-06,,,0.27330073714256287,1885
,,,,,,,,,,,0.0005,,1886
41,0.0073853228241205215,0.007173782680183649,0.007173782680183649,2.09855534194503e-06,1.5833252291486133e-06,5.152305107003485e-07,0.00020944263087585568,8.726008786652528e-07,1.2218251868034713e-06,,,0.27389103174209595,1931
,,,,,,,,,,,0.0005,,1932
42,0.007374911103397608,0.007147454656660557,0.007147454656660557,1.8468517737346701e-06,1.4753215964447008e-06,3.715304615070636e-07,0.00022560778597835451,9.854691143118544e-07,1.2706084362434922e-06,,,0.27377620339393616,1977
,,,,,,,,,,,0.0005,,1978
43,0.007342780474573374,0.00712884496897459,0.00712884496897459,1.9505575892253546e-06,1.4601474731534836e-06,4.904095476376824e-07,0.0002119834825862199,8.81655864759523e-07,1.2381785836623749e-06,,,0.2746257185935974,2023
,,,,,,,,,,,0.0005,,2024
44,0.007361440919339657,0.007137691602110863,0.007137691602110863,1.64003847658023e-06,1.3479558447215823e-06,2.920829160757421e-07,0.00022210860333871096,9.785971997189336e-07,1.2424886790540768e-06,,,0.27428579330444336,2069
,,,,,,,,,,,0.0005,,2070
45,0.007314947433769703,0.007091011386364698,0.007091011386364698,1.7600306136955624e-06,1.3303646255735657e-06,4.296661302305438e-07,0.0002221734175691381,9.105726803682046e-07,1.311161213379819e-06,,,0.2752991318702698,2115
,,,,,,,,,,,0.0005,,2116
46,0.007311362307518721,0.00710611417889595,0.00710611417889595,1.5301061466743704e-06,1.2202445986986277e-06,3.098615195540333e-07,0.00020371656864881516,9.227713917425717e-07,1.114394422074838e-06,,,0.275300532579422,2161
,,,,,,,,,,,0.0005,,2162
47,0.007286159787327051,0.0070811170153319836,0.0070811170153319836,1.7844134845290682e-06,1.2065609098499408e-06,5.778528020528029e-07,0.0002032582415267825,8.343956210410397e-07,1.198186964757042e-06,,,0.27590852975845337,2207
,,,,,,,,,,,0.0005,,2208
48,0.007290131878107786,0.00708316545933485,0.00708316545933485,1.4824911431787768e-06,1.1174355449838913e-06,3.6505591083368927e-07,0.00020548469910863787,9.146303341367457e-07,1.1402164545870619e-06,,,0.2758830487728119,2253
,,,,,,,,,,,0.0005,,2254
49,0.007277961354702711,0.007082520518451929,0.007082520518451929,1.8097472320732777e-06,1.121320224228839e-06,6.884271783746954e-07,0.00019363047613296658,7.880290695538861e-07,1.1482756008263095e-06,,,0.27644214034080505,2299
,,,,,,,,,,,0.0005,,2300
50,0.0072757829912006855,0.007069464307278395,0.007069464307278395,1.4404389503397397e-06,1.0351285482101957e-06,4.053103737078345e-07,0.00020487714209593832,9.121008019974397e-07,1.136670448431687e-06,,,0.2762857973575592,2345
,,,,,,,,,,,0.0005,,2346
51,0.007282728794962168,0.0070936246775090694,0.0070936246775090694,1.835870079958113e-06,1.0562291663518408e-06,7.796407430760155e-07,0.00018727060523815453,7.438853231178655e-07,1.128820485973847e-06,,,0.27687540650367737,2391
,,,,,,,,,,,0.0005,,2392
52,0.0072800228372216225,0.007070294115692377,0.007070294115692377,1.427876554771501e-06,9.707162007543957e-07,4.57160325595396e-07,0.00020830074208788574,9.039343922268017e-07,1.1790731377914199e-06,0.017436573281884193,,0.276532381772995,2437
,,,,,,,,,,,0.0005,,2438
53,0.007297096308320761,0.007108773570507765,0.007108773570507765,1.8593334516481264e-06,1.0103440217790194e-06,8.489896572427824e-07,0.00018646111129783094,7.094506031535275e-07,1.1551604757187306e-06,0.01723378337919712,,0.27706006169319153,2483
,,,,,,,,,,,0.0005,,2484
54,0.007273967377841473,0.007060488685965538,0.007060488685965538,1.4208233096724143e-06,9.249616255146975e-07,4.958615704708791e-07,0.00021205718803685158,8.940486395658809e-07,1.2265231816854794e-06,0.017034586519002914,,0.2764585316181183,2529
,,,,,,,,,,,0.0005,,2530
55,0.007337888702750206,0.007145896553993225,0.007145896553993225,1.813488324842183e-06,9.828446536630508e-07,8.306436143357132e-07,0.0001901806826936081,6.717081646456791e-07,1.2300986327318242e-06,0.016840653494000435,,0.27692821621894836,2575
,,,,,,,,,,,0.0005,,2576
56,0.007284910883754492,0.0070740217342972755,0.0070740217342972755,1.3795322502119234e-06,9.001597049973498e-07,4.793728294316679e-07,0.00020950943871866912,8.344744628629996e-07,1.2606197969944333e-06,0.016649538651108742,,0.2759447395801544,2621
,,,,,,,,,,,0.0005,,2622
57,0.007398325018584728,0.007193497382104397,0.007193497382104397,1.797640607037465e-06,9.608693289919756e-07,8.367709369849763e-07,0.000203029703698121,6.207946512404305e-07,1.4095029428062844e-06,0.016464514657855034,,0.2762869894504547,2667
,,,,,,,,,,,0.0005,,2668
58,0.00725052272900939,0.007069251965731382,0.007069251965731382,1.4183038956616656e-06,8.819955041872163e-07,5.363082209441927e-07,0.00017985327576752752,7.06860021182365e-07,1.0916727433141205e-06,0.01628023386001587,,0.2746308147907257,2713
,,,,,,,,,,,0.0005,,2714
59,0.007312060799449682,0.0071016112342476845,0.0071016112342476845,1.37953691137227e-06,9.423504252481507e-07,4.371865429675381e-07,0.00020906978170387447,6.019734541951038e-07,1.4887247061778908e-06,0.016100870445370674,,0.2750299572944641,2759
,,,,,,,,,,,0.0005,,2760
60,0.007257952354848385,0.007069167215377092,0.007069167215377092,1.4467277651419863e-06,8.62066997342481e-07,5.84660881486343e-07,0.00018733946490101516,6.983552793826675e-07,1.1750394151022192e-06,0.015924012288451195,,0.27372172474861145,2805
,,,,,,,,,,,0.0005,,2806
61,0.007376520894467831,0.00715199438855052,0.00715199438855052,1.617048269508814e-06,9.494396522313764e-07,6.67608844651113e-07,0.0002229091915069148,5.834355079059605e-07,1.6456566527267569e-06,0.015753062441945076,,0.2743302881717682,2851
,,,,,,,,,,,0.0005,,2852
62,0.007266073487699032,0.0070777153596282005,0.0070777153596282005,1.7034068378052325e-06,8.923647669689672e-07,8.110419003060088e-07,0.00018665503012016416,3.9555951047987037e-07,1.4709911511090468e-06,0.015583322383463383,,0.27425965666770935,2897
,,,,,,,,,,,0.0005,,2898
63,0.008814520202577114,0.008360367268323898,0.008360367268323898,7.938195267342962e-06,1.675734665695927e-06,6.2624612837680615e-06,0.00044621643610298634,1.2019045243505388e-06,3.260259063608828e-06,0.015447946265339851,,0.27154484391212463,2943
,,,,,,,,,,,0.0005,,2944
64,0.008721104823052883,0.007934517227113247,0.007934517227113247,1.75735549419187e-05,1.0237326932838187e-06,1.654981679166667e-05,0.0007690124330110848,6.051896548342484e-07,7.0849337134859525e-06,0.015313410200178623,,0.2657029330730438,2989
,,,,,,,,,,,0.0005,,2990
65,0.00804087147116661,0.007756049744784832,0.007756049744784832,6.810165814385982e-06,1.1375091162335593e-06,5.672656243405072e-06,0.0002780108479782939,8.012804073587176e-07,1.9788278677879134e-06,0.015167959034442902,,0.26359522342681885,3035
,,,,,,,,,,,0.0005,,3036
66,0.007875277660787106,0.007589519955217838,0.007589519955217838,1.6737740224925801e-06,1.2712944226223044e-06,4.024797704005323e-07,0.0002840839442797005,9.870850590232294e-07,1.853755065894802e-06,0.015022105537354946,,0.2614363729953766,3081
,,,,,,,,,,,0.0005,,3082
67,0.007827645167708397,0.007577468175441027,0.007577468175441027,1.547876649965474e-06,1.2768321084877243e-06,2.7104471200800617e-07,0.0002486298908479512,9.20885781852121e-07,1.5654131857445464e-06,0.014878216199576855,,0.26141923666000366,3127
,,,,,,,,,,,0.0005,,3128
68,0.007718210574239492,0.007500922307372093,0.007500922307372093,1.7040410966728814e-06,1.286294036617619e-06,4.1774700321184355e-07,0.00021558640582952648,8.829337048155139e-07,1.2729303762171185e-06,0.014735016040503979,,0.2623768150806427,3173
,,,,,,,,,,,0.0005,,3174
69,0.007657329086214304,0.007448788732290268,0.007448788732290268,1.5960096106937272e-06,1.2874135109086637e-06,3.085960997850634e-07,0.0002069421752821654,8.509546773893817e-07,1.2184668776171748e-06,0.014593462459743023,,0.263938307762146,3219
,,,,,,,,,,,0.0005,,3220
70,0.007571765221655369,0.007374993991106749,0.007374993991106749,1.7813416661738302e-06,1.245584144271561e-06,5.357574650588504e-07,0.0001949908910319209,8.707725100975949e-07,1.0791362683448824e-06,0.014453028328716755,,0.2653365433216095,3265
,,,,,,,,,,,0.0005,,3266
71,0.007503114175051451,0.007311492692679167,0.007311492692679167,1.6043424011513707e-06,1.2211595503686112e-06,3.831828792044689e-07,0.00019001761393155903,9.197518124892667e-07,9.804239198274445e-07,0.014314030297100544,,0.2666624188423157,3311
,,,,,,,,,,,0.0005,,3312
72,0.007455912884324789,0.00725717144086957,0.00725717144086957,1.5488684539377573e-06,1.1790353937612963e-06,3.6983311701987986e-07,0.00019719230476766825,9.470257964494522e-07,1.0248970738757635e-06,0.0141768679022789,,0.2686811089515686,3357
,,,,,,,,,,,0.0005,,3358
73,0.00742444908246398,0.007228531874716282,0.007228531874716282,1.4289231557995663e-06,1.16068122224533e-06,2.6824204724107403e-07,0.00019448930106591433,9.732988246469176e-07,9.715938631416066e-07,0.014041819609701633,,0.2696285545825958,3403
,,,,,,,,,,,0.0005,,3404
74,0.007399593945592642,0.007186430040746927,0.007186430040746927,1.5114796951820608e-06,1.121915602197987e-06,3.8956403614065493e-07,0.00021165247017052025,9.69693928709603e-07,1.1468306411188678e-06,0.013908974826335907,,0.27180734276771545,3449
,,,,,,,,,,,0.0005,,3450
75,0.00740503054112196,0.007224451284855604,0.007224451284855604,1.5441634104718105e-06,1.1523673038027482e-06,3.917964761512849e-07,0.0001790365786291659,7.753184263492585e-07,1.0150475873160758e-06,0.013778896071016788,,0.27224528789520264,3495
,,,,,,,,,,,0.0005,,3496
76,0.007217100355774164,0.007040650583803654,0.007040650583803654,1.6461528957734117e-06,1.1832730706373695e-06,4.628797114492045e-07,0.00017480351380072534,7.961042456372525e-07,9.51930928749789e-07,0.013647659681737423,,0.2729218602180481,3541
,,,,,,,,,,,0.0005,,3542
77,0.00734297139570117,0.007141039706766605,0.007141039706766605,1.895296918519307e-06,1.315209033236897e-06,5.800879989692476e-07,0.00020003659301437438,5.114884515933227e-07,1.488878183408815e-06,0.013521566055715084,,0.27396467328071594,3587
,,,,,,,,,,,0.0005,,3588
78,0.007540065795183182,0.00733273196965456,0.00733273196965456,1.4306026514532277e-06,1.1262368388997857e-06,3.0436567044489493e-07,0.0002059043472399935,8.83475991031446e-07,1.1755674904634361e-06,0.013401936739683151,,0.2711946666240692,3633
,,,,,,,,,,,0.0005,,3634
79,0.0075433566235005856,0.007348198909312487,0.007348198909312487,1.4354408222061465e-06,1.1144868494739057e-06,3.2095400115395023e-07,0.00019372280803509057,8.487885452268529e-07,1.0884392622756422e-06,0.013284765183925629,,0.27248910069465637,3679
,,,,,,,,,,,0.0005,,3680
80,0.007417094893753529,0.00722472881898284,0.00722472881898284,1.388245664202259e-06,1.1145638154630433e-06,2.736819908477628e-07,0.000190978025784716,9.092364621210436e-07,1.000543875306903e-06,0.013167411088943481,,0.2732541859149933,3725
,,,,,,,,,,,0.0005,,3726
81,0.007115720771253109,0.006936988793313503,0.006936988793313503,1.460395196772879e-06,1.1266614592386759e-06,3.3373387964275025e-07,0.00017727164959069341,7.81212406764098e-07,9.915040664054686e-07,0.013046377338469028,,0.27387192845344543,3771
,,,,,,,,,,,0.0005,,3772
82,0.007050545886158943,0.006838884204626083,0.006838884204626083,2.319855866517173e-06,1.2912662441522116e-06,1.028589849738637e-06,0.00020933990890625864,7.796973591212009e-07,1.313702114202897e-06,0.012926461175084114,,0.27365875244140625,3817
,,,,,,,,,,,0.0005,,3818
83,0.007345512975007296,0.0071305641904473305,0.0071305641904473305,1.541498477308778e-06,1.1839856597362086e-06,3.575126754640223e-07,0.00021340844978112727,4.2876280303971726e-07,1.7053216652129777e-06,0.012814842164516449,,0.2741125226020813,3863
,,,,,,,,,,,0.0005,,3864
84,0.008488002233207226,0.008213525637984276,0.008213525637984276,4.0545619413023815e-06,1.898260961752385e-06,2.156301661671023e-06,0.0002704222861211747,1.2246694041095907e-06,1.4795534752920503e-06,0.012728305533528328,,0.2708182632923126,3909
,,,,,,,,,,,0.0005,,3910
85,0.007634936831891537,0.007436415646225214,0.007436415646225214,2.502744564480963e-06,2.0838031105085975e-06,4.189421929368109e-07,0.0001960175286512822,5.259056479189894e-07,1.4342697340907762e-06,0.012626437470316887,,0.2709684669971466,3955
,,,,,,,,,,,0.0005,,3956
86,0.0071414764970541,0.007012030575424433,0.007012030575424433,2.43772910835105e-06,1.9235992567701032e-06,5.141291694599204e-07,0.00012700803927145898,2.9005192914155487e-07,9.800280622584978e-07,0.012516738846898079,,0.2687295973300934,4001
,,,,,,,,,,,0.0005,,4002
87,0.009356127120554447,0.008968092501163483,0.008968092501163483,2.4266266336780973e-05,1.9504725059960037e-05,4.761537184094777e-06,0.0003637670597527176,2.011487595154904e-06,1.6261826658592327e-06,0.012453526258468628,,0.2695322036743164,4047
,,,,,,,,,,,0.0005,,4048
88,0.008642827160656452,0.008501843549311161,0.008501843549311161,3.8666588807245716e-05,3.610428029787727e-05,2.5623110104788793e-06,0.00010231359192403033,6.327273354145291e-07,3.9040853039296053e-07,0.012377312406897545,,0.2660549283027649,4093
,,,,,,,,,,,0.0005,,4094
89,0.008298835717141628,0.008158850483596325,0.008158850483596325,4.09959138778504e-05,4.0108905523084104e-05,8.870120495885203e-07,9.898870484903455e-05,4.1855383869915386e-07,5.713333166568191e-07,0.012295742519199848,,0.2638644874095917,4139
,,,,,,,,,,,0.0005,,4140
90,0.008029022254049778,0.007853187620639801,0.007853187620639801,2.898250204452779e-05,2.7370118914404884e-05,1.6123823343150434e-06,0.00014685207861475646,5.993659328851209e-07,8.691546895533975e-07,0.012210408225655556,,0.2634110748767853,4185
,,,,,,,,,,,0.0005,,4186
91,0.007845336571335793,0.007660223171114922,0.007660223171114922,1.8235903553431854e-05,1.7576578102307394e-05,6.593232910745428e-07,0.00016687875904608518,6.62413015106722e-07,1.0063746458399692e-06,0.012123106978833675,,0.26396191120147705,4231
,,,,,,,,,,,0.0005,,4232
92,0.0076628741808235645,0.0074935732409358025,0.0074935732409358025,1.1567003639356699e-05,1.1278926649538334e-05,2.880762792756286e-07,0.0001577320072101429,7.235127554849896e-07,8.538077622688434e-07,0.012033902108669281,,0.264701247215271,4277
,,,,,,,,,,,0.0005,,4278
93,0.0075380937196314335,0.00736638018861413,0.00736638018861413,7.732540325378068e-06,7.518403435824439e-06,2.1413610795661953e-07,0.00016398282605223358,8.028997058318055e-07,8.369285069420584e-07,0.01194398570805788,,0.26651057600975037,4323
,,,,,,,,,,,0.0005,,4324
94,0.007443907205015421,0.007258865516632795,0.007258865516632795,5.532254363060929e-06,5.239669917500578e-06,2.925847866208642e-07,0.00017950995243154466,9.390809054821148e-07,8.560183459849213e-07,0.01185398455709219,,0.26855215430259705,4369
,,,,,,,,,,,0.0005,,4370
95,0.007413630373775959,0.007222080137580633,0.007222080137580633,4.240192993165692e-06,3.983021542808274e-06,2.5717056928442616e-07,0.00018730932788457721,9.606471849110676e-07,9.124457847065059e-07,0.011765177361667156,,0.27105119824409485,4415
,,,,,,,,,,,0.0005,,4416
96,0.007368433754891157,0.0071774558164179325,0.0071774558164179325,3.5778027722699335e-06,3.241372724005487e-06,3.3643010510786553e-07,0.00018739730876404792,9.842904091783566e-07,8.896824397197634e-07,0.011677242815494537,,0.2727017104625702,4461
,,,,,,,,,,,0.0005,,4462
97,0.007395090069621801,0.0072049424052238464,0.0072049424052238464,3.051784460694762e-06,2.7528963073564228e-06,2.9888897756791266e-07,0.0001870967826107517,8.54750851431163e-07,1.0162168564420426e-06,0.011591599322855473,,0.2749197781085968,4507
,,,,,,,,,,,0.0005,,4508
98,0.007320246659219265,0.007129557430744171,0.007129557430744171,3.239631723772618e-06,2.329409653611947e-06,9.102218427869957e-07,0.00018745045235846192,9.693404763311264e-07,9.051637448465044e-07,0.011506172828376293,,0.2750290036201477,4553
,,,,,,,,,,,0.0005,,4554
99,0.007317675743252039,0.0071198646910488605,0.0071198646910488605,2.5828496745816665e-06,2.159449422833859e-06,4.234006212300301e-07,0.00019522810180205852,8.607590871179127e-07,1.0915217671936261e-06,0.01142240222543478,,0.2770935297012329,4599
,,,,,,,,,,,0.0005,,4600
100,0.00731691112741828,0.007150096818804741,0.007150096818804741,2.4623045646876562e-06,1.8995630171048106e-06,5.627416044262645e-07,0.00016435072757303715,7.935573194117751e-07,8.499499699610169e-07,0.011340293101966381,,0.27665844559669495,4645
,,,,,,,,,,,0.0005,,4646
101,0.0072385515086352825,0.007056296803057194,0.007056296803057194,2.8532292617455823e-06,1.7768408042684314e-06,1.0763882301034755e-06,0.00017940191901288927,8.111654210551933e-07,9.828535212363931e-07,0.011258257552981377,,0.27810007333755493,4691
,,,,,,,,,,,0.0005,,4692
102,0.007262521889060736,0.007102150935679674,0.007102150935679674,2.1349719645513687e-06,1.6189713960557128e-06,5.160004548088182e-07,0.00015823531430214643,6.883768719490035e-07,8.939761073634145e-07,0.011178343556821346,,0.27880793809890747,4737
,,,,,,,,,,,0.0005,,4738
