epoch,loss,loss/beta,loss/data,loss/ic,loss/res,loss/smma,lr,step
,,,,,,,0.0005,0
0,310499.53125,14.717726707458496,29.669416427612305,310469.4375,0.3316522538661957,,,43
,,,,,,,0.0005,44
1,301781.4375,21.66663932800293,29.611064910888672,301751.78125,0.07741789519786835,,,87
,,,,,,,0.0005,88
2,299212.15625,42.25998306274414,27.991479873657227,299183.46875,0.6936395764350891,,,131
,,,,,,,0.0005,132
3,297262.84375,145.01161193847656,24.77306365966797,297236.6875,1.4381262063980103,,,175
,,,,,,,0.0005,176
4,295455.625,265.5826721191406,23.63670539855957,295430.53125,1.5391484498977661,,,219
,,,,,,,0.0005,220
5,293720.46875,238.05133056640625,22.603801727294922,293695.84375,2.0463521480560303,,,263
,,,,,,,0.0005,264
6,292029.59375,215.94833374023438,21.70457649230957,292005.59375,2.249117851257324,,,307
,,,,,,,0.0005,308
7,290368.78125,180.55795288085938,19.203475952148438,290346.375,3.163788318634033,,,351
,,,,,,,0.0005,352
8,288731.71875,158.121337890625,17.467851638793945,288710.59375,3.6643621921539307,,,395
,,,,,,,0.0005,396
9,287113.78125,144.8197784423828,16.18930435180664,287093.28125,4.233244895935059,,,439
,,,,,,,0.0005,440
10,285510.8125,132.39801025390625,15.229677200317383,285491.34375,4.265624523162842,,,483
,,,,,,,0.0005,484
11,283922.90625,127.65194702148438,16.10009765625,283902.4375,4.319028377532959,,,527
,,,,,,,0.0005,528
12,282344.21875,118.23565673828125,14.645892143249512,282325.03125,4.518467426300049,,,571
,,,,,,,0.0005,572
13,280778.15625,117.77230834960938,16.270822525024414,280757.71875,4.148435115814209,,,615
,,,,,,,0.0005,616
14,279218.5625,106.96053314208984,14.108924865722656,279199.75,4.693037033081055,,,659
,,,,,,,0.0005,660
15,277669.65625,105.76610565185547,14.940495491027832,277650.1875,4.479273796081543,,,703
,,,,,,,0.0005,704
16,276126.90625,97.60768127441406,13.428400993347168,276108.53125,4.917392730712891,,,747
,,,,,,,0.0005,748
17,274593.15625,95.62769317626953,14.21677303314209,274574.25,4.707581043243408,,,791
,,,,,,,0.0005,792
18,273065.0625,89.61289978027344,13.000676155090332,273047.03125,5.0632147789001465,,,835
,,,,,,,0.0005,836
19,271545.1875,87.53340911865234,13.909646987915039,271526.375,4.858946800231934,,,879
,,,,,,,0.0005,880
20,270030.09375,82.75164031982422,12.763627052307129,270012.15625,5.166168212890625,,,923
,,,,,,,0.0005,924
21,268522.78125,80.90054321289062,13.786388397216797,268504.0625,4.9496965408325195,,,967
,,,,,,,0.0005,968
22,267019.78125,76.66010284423828,12.610848426818848,267001.90625,5.240872859954834,,,1011
,,,,,,,0.0005,1012
23,265524.21875,75.0245590209961,13.702463150024414,265505.40625,5.0079803466796875,,,1055
,,,,,,,0.0005,1056
24,264032.5,71.10651397705078,12.501404762268066,264014.6875,5.292980670928955,,,1099
,,,,,,,0.0005,1100
25,262548.0,69.63945770263672,13.578737258911133,262529.34375,5.069103240966797,,,1143
,,,,,,,0.0005,1144
26,261067.03125,66.01907348632812,12.418127059936523,261049.34375,5.32912015914917,,,1187
,,,,,,,0.0005,1188
27,259593.078125,64.71212005615234,13.460511207580566,259574.515625,5.123690605163574,,,1231
,,,,,,,0.0005,1232
28,258122.5625,61.40379333496094,12.348625183105469,258104.875,5.358875751495361,,,1275
,,,,,,,0.0005,1276
29,256658.796875,60.24272155761719,13.356813430786133,256640.234375,5.171640396118164,,,1319
,,,,,,,0.0005,1320
30,255198.34375,57.24567794799805,12.288239479064941,255180.65625,5.386226177215576,,,1363
,,,,,,,0.0005,1364
31,253744.4375,56.21626281738281,13.2650146484375,253725.96875,5.214513778686523,,,1407
,,,,,,,0.0005,1408
32,252293.734375,53.521480560302734,12.227166175842285,252276.046875,5.417250156402588,,,1451
,,,,,,,0.0005,1452
33,250849.453125,52.594398498535156,13.147931098937988,250831.015625,5.268895149230957,,,1495
,,,,,,,0.0005,1496
34,249408.3125,50.1834716796875,12.160676956176758,249390.78125,5.45074462890625,,,1539
,,,,,,,0.0005,1540
35,247973.4375,49.365657806396484,13.052457809448242,247955.078125,5.318905353546143,,,1583
,,,,,,,0.0005,1584
36,246541.703125,47.189151763916016,12.112183570861816,246524.109375,5.474465370178223,,,1627
,,,,,,,0.0005,1628
37,245116.1875,46.52103805541992,13.019206047058105,245097.796875,5.349394798278809,,,1671
,,,,,,,0.0005,1672
38,243693.640625,44.51342010498047,12.074007987976074,243676.046875,5.497132301330566,,,1715
,,,,,,,0.0005,1716
39,242277.1875,43.98958969116211,13.004257202148438,242258.859375,5.375862121582031,,,1759
,,,,,,,0.0005,1760
40,240863.71875,42.108768463134766,12.047329902648926,240846.171875,5.516543388366699,,,1803
,,,,,,,0.0005,1804
41,239456.421875,41.74756622314453,12.987603187561035,239438.0,5.406244277954102,,,1847
,,,,,,,0.0005,1848
42,238051.828125,39.97296142578125,11.977574348449707,238034.28125,5.561258792877197,,,1891
,,,,,,,0.0005,1892
43,236653.328125,39.675418853759766,12.854898452758789,236635.0,5.4621758460998535,,,1935
,,,,,,,0.0005,1936
44,235257.65625,38.09067153930664,11.873944282531738,235240.15625,5.602743625640869,,,1979
,,,,,,,0.0005,1980
45,233868.0625,37.94308090209961,12.77461051940918,233849.75,5.50927209854126,,,2023
,,,,,,,0.0005,2024
46,232481.15625,36.50636291503906,11.782461166381836,232463.703125,5.64849853515625,,,2067
,,,,,,,0.0005,2068
47,231100.3125,36.45071029663086,12.737268447875977,231082.046875,5.540786266326904,,,2111
,,,,,,,0.0005,2112
48,229722.078125,35.151031494140625,11.677046775817871,229704.734375,5.6907958984375,,,2155
,,,,,,,0.0005,2156
49,228350.046875,35.292381286621094,12.703221321105957,228331.734375,5.574288368225098,,,2199
,,,,,,,0.0005,2200
50,226980.4375,34.14838409423828,11.54986572265625,226963.109375,5.765172481536865,,,2243
,,,,,,,0.0005,2244
51,225616.9375,34.37722396850586,12.495594024658203,225598.78125,5.66925048828125,,,2287
,,,,,,,0.0005,2288
52,224255.96875,33.444950103759766,11.3726167678833,224238.734375,5.860339641571045,267790.5625,,2331
,,,,,,,0.0005,2332
53,222901.03125,33.82032775878906,12.266496658325195,222883.046875,5.790694236755371,266892.78125,,2375
,,,,,,,0.0005,2376
54,221548.734375,32.987518310546875,11.23266315460205,221531.515625,5.9626383781433105,265985.875,,2419
,,,,,,,0.0005,2420
55,220202.3125,33.375579833984375,12.05839729309082,220184.34375,5.897822856903076,265070.21875,,2463
,,,,,,,0.0005,2464
56,218858.59375,32.6141471862793,11.107619285583496,218841.390625,6.0754876136779785,264145.96875,,2507
,,,,,,,0.0005,2508
57,217520.515625,32.966548919677734,11.774721145629883,217502.71875,6.038904190063477,263213.46875,,2551
,,,,,,,0.0005,2552
58,216185.46875,32.3118782043457,11.002434730529785,216168.234375,6.200428485870361,262272.90625,,2595
,,,,,,,0.0005,2596
59,214855.6875,32.54065704345703,11.446505546569824,214838.03125,6.195738792419434,261324.5625,,2639
,,,,,,,0.0005,2640
60,213529.296875,32.02733612060547,10.888612747192383,213512.09375,6.327719688415527,260368.65625,,2683
,,,,,,,0.0005,2684
61,212207.765625,32.125980377197266,11.151632308959961,212190.265625,6.34526252746582,259405.4375,,2727
,,,,,,,0.0005,2728
