epoch,loss,loss/beta,loss/data,loss/ic,loss/res,lr,step
,,,,,,0.0005,0
0,158247.71875,0.00857645645737648,3146.400634765625,155084.53125,16.799297332763672,,45
,,,,,,0.0005,46
1,154017.90625,0.007162317167967558,3147.882080078125,150868.375,1.643113374710083,,91
,,,,,,0.0005,92
2,152759.046875,0.0058512515388429165,3148.145751953125,149610.21875,0.7132462859153748,,137
,,,,,,0.0005,138
3,151756.265625,0.0049509149976074696,3148.25390625,148607.625,0.3837336599826813,,183
,,,,,,0.0005,184
4,150821.015625,0.004300906788557768,3148.305419921875,147672.46875,0.24724848568439484,,229
,,,,,,0.0005,230
5,149920.625,0.0037835726980119944,3148.33251953125,146772.109375,0.1800243854522705,,275
,,,,,,0.0005,276
6,149042.09375,0.0033434447832405567,3148.346923828125,145893.59375,0.1430928111076355,,321
,,,,,,0.0005,322
7,148178.984375,0.0029510604217648506,3148.3525390625,145030.5,0.1217115968465805,,367
,,,,,,0.0005,368
8,147327.53125,0.002588727278634906,3148.352294921875,144179.0625,0.10950543731451035,,413
,,,,,,0.0005,414
9,146485.390625,0.0022446082439273596,3148.345458984375,143336.953125,0.10355429351329803,,459
,,,,,,0.0005,460
10,145651.015625,0.0019098831107839942,3148.33349609375,142502.59375,0.10266993194818497,,505
,,,,,,0.0005,506
11,144823.296875,0.0015774614876136184,3148.3125,141674.84375,0.10683384537696838,,551
,,,,,,0.0005,552
12,144001.453125,0.001241442747414112,3148.279541015625,140853.015625,0.11728104203939438,,597
,,,,,,0.0005,598
13,143184.796875,0.0008977046236395836,3148.227294921875,140036.40625,0.13740533590316772,,643
,,,,,,0.0005,644
14,142372.921875,0.0005475559737533331,3148.136962890625,139224.578125,0.17585517466068268,,689
,,,,,,0.0005,690
15,141565.328125,0.00021377555094659328,3147.962890625,138417.140625,0.25855422019958496,,735
,,,,,,0.0005,736
16,140761.859375,2.429318192298524e-05,3147.54443359375,137613.8125,0.4973691701889038,,781
,,,,,,0.0005,782
17,139962.1875,0.0008225892670452595,3146.145751953125,136814.3125,1.7043004035949707,,827
,,,,,,0.0005,828
18,139166.015625,0.005839877296239138,3145.32373046875,136018.53125,2.1480820178985596,,873
,,,,,,0.0005,874
19,138373.1875,0.014335300773382187,3144.15478515625,135226.265625,2.7675647735595703,,919
,,,,,,0.0005,920
20,137583.53125,0.02567392587661743,3143.3857421875,134437.390625,2.774088144302368,,965
,,,,,,0.0005,966
21,136797.265625,0.03922026604413986,3140.4326171875,133651.75,5.065701961517334,,1011
,,,,,,0.0005,1012
22,136013.90625,0.058944448828697205,3140.83349609375,132869.265625,3.790400743484497,,1057
,,,,,,0.0005,1058
23,135233.5625,0.07560945302248001,3135.33837890625,132089.90625,8.328357696533203,,1103
,,,,,,0.0005,1104
24,134456.65625,0.10158665478229523,3135.8818359375,131313.640625,7.129063129425049,,1149
,,,,,,0.0005,1150
25,133685.078125,0.11746132373809814,3142.711669921875,130540.1328125,2.228545665740967,,1195
,,,,,,0.0005,1196
26,132910.40625,0.12704122066497803,3131.30224609375,129769.5,9.643997192382812,,1241
,,,,,,0.0005,1242
27,132139.734375,0.1514536738395691,3127.01025390625,129001.9375,10.764610290527344,,1287
,,,,,,0.0005,1288
28,131377.984375,0.17362993955612183,3129.397216796875,128237.734375,10.856968879699707,,1333
,,,,,,0.0005,1334
29,130608.2109375,0.18335016071796417,3120.151611328125,127475.84375,12.213162422180176,,1379
,,,,,,0.0005,1380
30,129862.984375,0.19136102497577667,3142.654296875,126716.4375,3.8740017414093018,,1425
,,,,,,0.0005,1426
31,129100.4921875,0.19212158024311066,3132.69091796875,125959.203125,8.603418350219727,,1471
,,,,,,0.0005,1472
