epoch,loss,loss/Rt,loss/data,loss/ic,loss/res,lr,step
24,0.002512435894459486,2.4968981742858887,0.0022936020977795124,0.00013742166629526764,8.141309808706865e-05,,1499
,,,,,,0.0005,1500
25,0.002454556291922927,2.453578233718872,0.0022633736953139305,0.00011620699660852551,7.497563638025895e-05,,1559
,,,,,,0.0005,1560
26,0.002349328249692917,2.39658784866333,0.002150162123143673,0.00010335932165617123,9.58073214860633e-05,,1619
,,,,,,0.0005,1620
27,0.0022890877444297075,2.353151321411133,0.0021336902864277363,9.321273682871833e-05,6.218386988621205e-05,,1679
,,,,,,0.0005,1680
28,0.0022153796162456274,2.302672863006592,0.002034942153841257,9.01917228475213e-05,9.024570317706093e-05,,1739
,,,,,,0.0005,1740
29,0.0021726328413933516,2.249053716659546,0.0020141617860645056,6.946471694391221e-05,8.900637476472184e-05,,1799
,,,,,,0.0005,1800
30,0.0021020802669227123,2.1993558406829834,0.00196624337695539,5.682886694557965e-05,7.900868513388559e-05,,1859
,,,,,,0.0005,1860
31,0.002022114582359791,2.1549999713897705,0.001884173834696412,4.96617540193256e-05,8.827885903883725e-05,,1919
,,,,,,0.0005,1920
32,0.0019406231585890055,2.1179423332214355,0.0017750775441527367,4.3873016693396494e-05,0.00012167268141638488,,1979
,,,,,,0.0005,1980
33,0.001860161661170423,2.088409662246704,0.0016905002994462848,3.88191947422456e-05,0.00013084187230560929,,2039
,,,,,,0.0005,2040
34,0.001829212182201445,2.0717034339904785,0.0016545160906389356,3.27571397065185e-05,0.0001419385225744918,,2099
,,,,,,0.0005,2100
35,0.0018124068155884743,2.0672168731689453,0.0016263953875750303,2.695481998671312e-05,0.0001590567408129573,,2159
,,,,,,0.0005,2160
36,0.0017571919597685337,2.069340467453003,0.0015778080560266972,2.582038905529771e-05,0.00015356327639892697,,2219
,,,,,,0.0005,2220
37,0.0017178029520437121,2.0704891681671143,0.0015356086660176516,2.4351746105821803e-05,0.00015784258721396327,,2279
,,,,,,0.0005,2280
38,0.001682713977061212,2.074594497680664,0.0014970711199566722,2.3104299543774687e-05,0.0001625390286790207,,2339
,,,,,,0.0005,2340
39,0.0016510268906131387,2.0812129974365234,0.0014585723401978612,2.1981244572089054e-05,0.0001704731403151527,,2399
,,,,,,0.0005,2400
40,0.0016214135102927685,2.088691473007202,0.0014213337562978268,2.1041263607912697e-05,0.00017903810658026487,,2459
,,,,,,0.0005,2460
41,0.0015888153575360775,2.095335006713867,0.0013895404990762472,1.9903143765986897e-05,0.00017937185475602746,,2519
,,,,,,0.0005,2520
42,0.0015498771099373698,2.101274013519287,0.0013512757141143084,1.9454269931884483e-05,0.00017914707132149488,,2579
,,,,,,0.0005,2580
43,0.0015121655305847526,2.106536388397217,0.0013176858192309737,1.91911149158841e-05,0.00017528844182379544,,2639
,,,,,,0.0005,2640
44,0.0014766973908990622,2.1116366386413574,0.001281891716644168,1.9119093849440105e-05,0.0001756865531206131,,2699
,,,,,,0.0005,2700
45,0.0014482688857242465,2.1169168949127197,0.0012498076539486647,1.896920002764091e-05,0.00017949198081623763,,2759
,,,,,,0.0005,2760
46,0.0014177900739014149,2.1226754188537598,0.0012188439723104239,1.882763535832055e-05,0.00018011836800724268,,2819
,,,,,,0.0005,2820
47,0.0013895983574911952,2.1283586025238037,0.0011878613149747252,1.869246807473246e-05,0.00018304419063497335,,2879
,,,,,,0.0005,2880
48,0.0013645623112097383,2.134064197540283,0.0011624795151874423,1.86487814062275e-05,0.0001834339927881956,,2939
,,,,,,0.0005,2940
49,0.001346391043625772,2.139998197555542,0.0011315164156258106,1.8714494217419997e-05,0.0001961600937647745,,2999
,,,,,,0.0005,3000
50,0.001302261371165514,2.145711898803711,0.001106600626371801,1.863923534983769e-05,0.00017702170589473099,,3059
,,,,,,0.0005,3060
51,0.0012723171385005116,2.1464598178863525,0.0010832787957042456,1.8465745597495697e-05,0.00017057251534424722,,3119
,,,,,,0.0005,3120
52,0.001229331362992525,2.148663282394409,0.0010557123459875584,1.8332650142838247e-05,0.0001552864268887788,,3179
,,,,,,0.0005,3180
53,0.0012170665431767702,2.1503355503082275,0.0010479326592758298,1.7216874766745605e-05,0.0001519169454695657,,3239
,,,,,,0.0005,3240
54,0.001194568583741784,2.154024839401245,0.0010263094445690513,1.7368111002724618e-05,0.00015089084627106786,,3299
,,,,,,0.0005,3300
55,0.001545908977277577,2.1577348709106445,0.0010224692523479462,1.7814607417676598e-05,0.0005056252120994031,,3359
,,,,,,0.0005,3360
56,0.0012420404236763716,2.171036958694458,0.001023440039716661,1.8181623090640642e-05,0.00020041849347762764,,3419
,,,,,,0.0005,3420
57,0.0011811008444055915,2.161273717880249,0.0010006849188357592,1.638211506360676e-05,0.00016403384506702423,,3479
,,,,,,0.0005,3480
58,0.001208361005410552,2.1604607105255127,0.0010116549674421549,1.5508914657402784e-05,0.00018119731976184994,,3539
,,,,,,0.0005,3540
59,0.001147860661149025,2.158982753753662,0.0009837361285462976,1.8597096641315147e-05,0.00014552722859662026,,3599
,,,,,,0.0005,3600
60,0.0011557909892871976,2.152526378631592,0.0009598279721103609,1.8214283045381308e-05,0.00017774866137187928,,3659
,,,,,,0.0005,3660
61,0.0012191074201837182,2.1579818725585938,0.0009443663875572383,1.550009437778499e-05,0.00025924082729034126,,3719
,,,,,,0.0005,3720
62,0.0010917847976088524,2.165518045425415,0.0009481198503635824,1.828606764320284e-05,0.00012537898146547377,,3779
,,,,,,0.0005,3780
63,0.0011114442022517323,2.1519265174865723,0.0009203937952406704,1.6238627722486854e-05,0.00017481156100984663,,3839
,,,,,,0.0005,3840
64,0.0010942097287625074,2.1601579189300537,0.0009168671676889062,1.7497906810604036e-05,0.00015984471247065812,,3899
,,,,,,0.0005,3900
65,0.0011082852724939585,2.155891180038452,0.000910392845980823,1.671241261647083e-05,0.0001811802212614566,,3959
,,,,,,0.0005,3960
66,0.0011707211378961802,2.154343605041504,0.0008801531512290239,1.6239655451499857e-05,0.00027432802016846836,,4019
,,,,,,0.0005,4020
67,0.001047436031512916,2.1631922721862793,0.0008497242815792561,1.7227181160706095e-05,0.00018048456695396453,,4079
,,,,,,0.0005,4080
68,0.0010792058892548084,2.1594717502593994,0.0008995004463940859,1.5293526303139515e-05,0.00016441183106508106,,4139
,,,,,,0.0005,4140
69,0.001062823343090713,2.163595676422119,0.0008551071514375508,1.33775001813774e-05,0.000194339023437351,,4199
,,,,,,0.0005,4200
70,0.0011357947951182723,2.163870334625244,0.0009014374227263033,1.5726602214272134e-05,0.0002186306519433856,,4259
,,,,,,0.0005,4260
71,0.0009827560279518366,2.15950870513916,0.0008299883920699358,1.622663148737047e-05,0.0001365410425933078,,4319
,,,,,,0.0005,4320
72,0.0010456651216372848,2.1671125888824463,0.0008428788860328496,1.3594907613878604e-05,0.0001891913852887228,,4379
,,,,,,0.0005,4380
73,0.0011112409410998225,2.174623489379883,0.0008464973652735353,1.2882076589448843e-05,0.0002518614346627146,,4439
,,,,,,0.0005,4440
74,0.0009991235565394163,2.174471378326416,0.0008231307729147375,1.4390768228622619e-05,0.00016160181257873774,,4499
,,,,,,0.0005,4500
75,0.0010881636990234256,2.1634931564331055,0.0008037807419896126,1.528882421553135e-05,0.00026909413281828165,,4559
,,,,,,0.0005,4560
76,0.00103868602309376,2.1648051738739014,0.0008047492592595518,1.370435165881645e-05,0.00022023232304491103,,4619
,,,,,,0.0005,4620
77,0.000950654037296772,2.1712985038757324,0.0008073304779827595,1.4089934666117188e-05,0.000129233711049892,,4679
,,,,,,0.0005,4680
78,0.0009974933927878737,2.16951847076416,0.0008400867227464914,1.2477132258936763e-05,0.00014492949412669986,,4739
,,,,,,0.0005,4740
79,0.0010694529628381133,2.1640350818634033,0.0008359721396118402,1.394994069414679e-05,0.00021953065879642963,,4799
,,,,,,0.0005,4800
80,0.001162148080766201,2.1689937114715576,0.0007737244595773518,1.4280112736742012e-05,0.0003741432446986437,,4859
,,,,,,0.0005,4860
81,0.000947875902056694,2.1788136959075928,0.000814315106254071,1.3520821994461585e-05,0.00012003983283648267,,4919
,,,,,,0.0005,4920
82,0.000953076349105686,2.168656587600708,0.0007987148710526526,1.1890694622707088e-05,0.00014247087528929114,,4979
,,,,,,0.0005,4980
83,0.00101069628726691,2.165720224380493,0.0007871802081353962,1.3057308933639433e-05,0.00021045899484306574,,5039
,,,,,,0.0005,5040
84,0.000987617764621973,2.1711926460266113,0.0007463880465365946,1.2544303899630904e-05,0.00022868528321851045,,5099
,,,,,,0.0005,5100
85,0.0009251208393834531,2.183586835861206,0.0008050909964367747,1.1796751095971558e-05,0.00010823320189956576,,5159
,,,,,,0.0005,5160
86,0.0010187181178480387,2.1690008640289307,0.0007822174811735749,1.2623237125808373e-05,0.00022387759236153215,,5219
,,,,,,0.0005,5220
87,0.0009203290101140738,2.1652286052703857,0.0007328548235818744,1.1717967936419882e-05,0.0001757563150022179,,5279
,,,,,,0.0005,5280
88,0.00101207394618541,2.1771657466888428,0.0007412914419546723,1.1701581570378039e-05,0.0002590807853266597,,5339
,,,,,,0.0005,5340
89,0.0009200414642691612,2.1796672344207764,0.000733656866941601,1.1609222383412998e-05,0.00017477534129284322,,5399
,,,,,,0.0005,5400
90,0.0011943088611587882,2.1817078590393066,0.0007682259893044829,1.1010595699190162e-05,0.0004150722816120833,,5459
,,,,,,0.0005,5460
91,0.0011810633586719632,2.1775615215301514,0.0007303087040781975,1.0801165444718208e-05,0.0004399536410346627,,5519
,,,,,,0.0005,5520
92,0.0009663104428909719,2.1822619438171387,0.0007418696186505258,1.0140538506675512e-05,0.000214300089282915,,5579
,,,,,,0.0005,5580
93,0.0009411603678017855,2.180198907852173,0.0007581225945614278,1.1885838830494322e-05,0.00017115179798565805,,5639
,,,,,,0.0005,5640
94,0.0009384630247950554,2.17250657081604,0.0007337087881751359,1.055717802955769e-05,0.0001941970404004678,,5699
,,,,,,0.0005,5700
95,0.0009612769936211407,2.1779472827911377,0.0007489403942599893,1.068610799848102e-05,0.00020165038586128503,,5759
,,,,,,0.0005,5760
96,0.0010235132649540901,2.173271417617798,0.0007622357225045562,1.0944811037916224e-05,0.000250332523137331,,5819
,,,,,,0.0005,5820
97,0.0009587182430550456,2.1725974082946777,0.0007302305893972516,1.0392024705652148e-05,0.00021809547615703195,,5879
,,,,,,0.0005,5880
98,0.0008654266712255776,2.1729774475097656,0.0007395187858492136,1.0680033483367879e-05,0.00011522780550876632,,5939
,,,,,,0.0005,5940
99,0.0008981587016023695,2.171574354171753,0.0007374772103503346,1.0280258720740676e-05,0.00015040149446576834,,5999
,,,,,,0.0005,6000
100,0.0010256849927827716,2.164912462234497,0.0007605019491165876,1.0184181519434787e-05,0.00025499871117062867,,6059
,,,,,,0.0005,6060
101,0.0016791797243058681,2.1794445514678955,0.0006812395295128226,9.228510862158146e-06,0.000988711602985859,,6119
,,,,,,0.0005,6120
102,0.001025012112222612,2.185530662536621,0.0008198037394322455,1.16276905828272e-05,0.00019358086865395308,,6179
,,,,,,0.0005,6180
103,0.0008575788233429193,2.1773407459259033,0.000737296009901911,1.1180955880263355e-05,0.00010910168930422515,,6239
,,,,,,0.0005,6240
104,0.00105632736813277,2.174560546875,0.000768736470490694,1.130479449784616e-05,0.0002762860676739365,,6299
,,,,,,0.0005,6300
105,0.001008900930173695,2.1712398529052734,0.000718601222615689,1.0052151083073113e-05,0.00028024762286804616,,6359
,,,,,,0.0005,6360
106,0.0009440995054319501,2.175902843475342,0.0007143283146433532,9.116339242609683e-06,0.00022065493976697326,,6419
,,,,,,0.0005,6420
107,0.0009599259938113391,2.1772122383117676,0.0007359881419688463,1.0440547157486435e-05,0.000213497260119766,,6479
,,,,,,0.0005,6480
108,0.0008122592698782682,2.181576728820801,0.0007068646955303848,9.060810953087639e-06,9.633383888285607e-05,,6539
,,,,,,0.0005,6540
109,0.0010268186451867223,2.1830179691314697,0.0007793627446517348,1.0853959793166723e-05,0.0002366018306929618,,6599
,,,,,,0.0005,6600
110,0.0010061281500384212,2.1771416664123535,0.0007254148949868977,9.1174251792836e-06,0.00027159598539583385,,6659
,,,,,,0.0005,6660
111,0.0009791773045435548,2.188020944595337,0.0007470594136975706,1.0129333531949669e-05,0.00022198846272658557,,6719
,,,,,,0.0005,6720
112,0.0009932740358635783,2.1760659217834473,0.000701503362506628,9.310900168202352e-06,0.0002824597177095711,,6779
,,,,,,0.0005,6780
113,0.0008996092365123332,2.174795627593994,0.0007075606263242662,8.949598850449547e-06,0.0001830989494919777,,6839
,,,,,,0.0005,6840
114,0.000773951702285558,2.1861047744750977,0.0006980921607464552,9.02409192349296e-06,6.683535320917144e-05,,6899
,,,,,,0.0005,6900
115,0.0009402758441865444,2.1790130138397217,0.0007184083224274218,9.258335921913385e-06,0.00021260925859678537,,6959
,,,,,,0.0005,6960
116,0.001139300293289125,2.187866687774658,0.0006903888424858451,7.98678411229048e-06,0.0004409245157148689,,7019
,,,,,,0.0005,7020
117,0.0008703596540726721,2.1986615657806396,0.0007509090355597436,9.244973625754938e-06,0.00011020577949238941,,7079
,,,,,,0.0005,7080
118,0.0009108075173571706,2.1960642337799072,0.0007044455851428211,8.743427315494046e-06,0.00019761870498768985,,7139
,,,,,,0.0005,7140
119,0.0011933081550523639,2.197348117828369,0.0007323506870307028,8.11563222669065e-06,0.00045284192310646176,,7199
,,,,,,0.0005,7200
120,0.0008927967282943428,2.1900930404663086,0.0006834253435954452,9.307047548645642e-06,0.0002000641979975626,,7259
,,,,,,0.0005,7260
121,0.000810924218967557,2.188465118408203,0.0006914727855473757,8.349426934728399e-06,0.00011110203195130453,,7319
,,,,,,0.0005,7320
122,0.0009505710331723094,2.1864664554595947,0.0007123854011297226,8.999523743113969e-06,0.0002291862911079079,,7379
,,,,,,0.0005,7380
123,0.0009590829722583294,2.1826655864715576,0.0006809075130149722,7.634884241269901e-06,0.00027054044767282903,,7439
,,,,,,0.0005,7440
124,0.0009231635485775769,2.206367254257202,0.0007163869449868798,7.569801709905732e-06,0.00019920677004847676,,7499
,,,,,,0.0005,7500
125,0.0008664405904710293,2.1941869258880615,0.0006764398422092199,7.905136044428218e-06,0.00018209546396974474,,7559
,,,,,,0.0005,7560
126,0.0009593483409844339,2.187917470932007,0.0007110986043699086,8.626792805443984e-06,0.00023962286650203168,,7619
,,,,,,0.0005,7620
127,0.0010578726651147008,2.183107852935791,0.000677315576467663,7.4580329965101555e-06,0.00037309929030016065,,7679
,,,,,,0.0005,7680
128,0.0009077116847038269,2.206202745437622,0.000694669084623456,7.336298494919902e-06,0.00020570616470649838,,7739
,,,,,,0.0005,7740
129,0.0009505549096502364,2.1940953731536865,0.0007210500771179795,9.162464266410097e-06,0.00022034221910871565,,7799
,,,,,,0.0005,7800
130,0.0008820520015433431,2.1827166080474854,0.0006978531600907445,7.250888756971108e-06,0.00017694786947686225,,7859
,,,,,,0.0005,7860
131,0.0009122107294388115,2.201669454574585,0.0006935076089575887,8.277514098153915e-06,0.00021042559819761664,,7919
,,,,,,0.0005,7920
132,0.0009439792484045029,2.19317626953125,0.0006831803475506604,8.437868018518202e-06,0.00025236100191250443,,7979
,,,,,,0.0005,7980
133,0.0008473613415844738,2.1988086700439453,0.0006664775428362191,7.249799182318384e-06,0.00017363416554871947,,8039
,,,,,,0.0005,8040
134,0.0012614801526069641,2.2042529582977295,0.0006957102450542152,7.500038009311538e-06,0.0005582696758210659,,8099
,,,,,,0.0005,8100
135,0.0011504453141242266,2.2033843994140625,0.0006723018595948815,6.974297320994083e-06,0.00047116915811784565,,8159
,,,,,,0.0005,8160
136,0.0011133516672998667,2.2055747509002686,0.000736227142624557,8.236735084210522e-06,0.00036888779141008854,,8219
,,,,,,0.0005,8220
137,0.0009703317773528397,2.192655086517334,0.0006748165469616652,7.921837095636874e-06,0.0002875933132600039,,8279
,,,,,,0.0005,8280
138,0.0009211034048348665,2.1909239292144775,0.0007227289024740458,8.31363649922423e-06,0.00019006076036021113,,8339
,,,,,,0.0005,8340
139,0.0008359550847671926,2.180051803588867,0.0007036123424768448,6.764921181456884e-06,0.00012557805166579783,,8399
,,,,,,0.0005,8400
140,0.000848968920763582,2.196162223815918,0.0006882347515784204,7.2753032327455e-06,0.00015345892461482435,,8459
,,,,,,0.0005,8460
141,0.0008420002995990217,2.1977837085723877,0.0006785119185224175,7.876434210629668e-06,0.00015561183681711555,,8519
,,,,,,0.0005,8520
142,0.000952099624555558,2.197866916656494,0.000680372235365212,7.673201253055595e-06,0.0002640541933942586,,8579
,,,,,,0.0005,8580
143,0.0008569123456254601,2.1931421756744385,0.0006707049324177206,6.78249898555805e-06,0.00017942508566193283,,8639
,,,,,,0.0005,8640
144,0.0009594354778528214,2.203157901763916,0.0006825297023169696,7.16247586751706e-06,0.00026974338106811047,,8699
,,,,,,0.0005,8700
145,0.00095640670042485,2.2050318717956543,0.0006553941639140248,6.465545538958395e-06,0.0002945468877442181,,8759
,,,,,,0.0005,8760
146,0.0011404086835682392,2.201694965362549,0.0006988562527112663,7.605049631820293e-06,0.00043394736712798476,,8819
,,,,,,0.0005,8820
147,0.0009059301810339093,2.1909515857696533,0.0006820751586928964,7.343512606894365e-06,0.00021651151473633945,,8879
,,,,,,0.0005,8880
148,0.000949159380979836,2.197753667831421,0.0006753121851943433,6.265438514674315e-06,0.0002675819268915802,,8939
,,,,,,0.0005,8940
149,0.0011814635945484042,2.206068992614746,0.0006597521132789552,6.488156031991821e-06,0.0005152230733074248,,8999
,,,,,,0.0005,9000
150,0.0008973453659564257,2.2041993141174316,0.0007271967479027808,7.461151653842535e-06,0.0001626875309739262,,9059
,,,,,,0.0005,9060
151,0.0010331211378797889,2.1997251510620117,0.0006676777265965939,7.737266969343182e-06,0.00035770615795627236,,9119
,,,,,,0.0005,9120
152,0.0008286098018288612,2.200083017349243,0.0006861334550194442,6.911978289281251e-06,0.00013556447811424732,,9179
,,,,,,0.0005,9180
153,0.0009309614542871714,2.204887628555298,0.0006703758845105767,6.613780442421557e-06,0.0002539716078899801,,9239
,,,,,,0.0005,9240
154,0.0009965063072741032,2.2051713466644287,0.0006947850924916565,6.731374014634639e-06,0.0002949895279016346,,9299
,,,,,,0.0005,9300
155,0.0009201088105328381,2.197934150695801,0.0006756542716175318,6.824798674642807e-06,0.0002376297052251175,,9359
,,,,,,0.0005,9360
156,0.0007831060793250799,2.201143503189087,0.0006739244563505054,6.165521881484892e-06,0.0001030162165989168,,9419
,,,,,,0.0005,9420
157,0.0008809299324639142,2.2049269676208496,0.0007010780973359942,6.869802746223286e-06,0.00017298170132562518,,9479
,,,,,,0.0005,9480
158,0.0009815273806452751,2.201965570449829,0.0006710479501634836,6.6900811361847445e-06,0.00030378924566321075,,9539
,,,,,,0.0005,9540
159,0.0008404069230891764,2.2055459022521973,0.000681463978253305,7.033309429971268e-06,0.0001519097713753581,,9599
,,,,,,0.0005,9600
160,0.0007946122204884887,2.2014217376708984,0.0006673156167380512,6.228262009244645e-06,0.00012106836948078126,,9659
,,,,,,0.0005,9660
161,0.0008832294843159616,2.215310573577881,0.0006445258622989058,5.7914758144761436e-06,0.0002329120907234028,,9719
,,,,,,0.0005,9720
162,0.0008900983375497162,2.21030330657959,0.0006773145287297666,6.606596798519604e-06,0.00020617726841010153,,9779
,,,,,,0.0005,9780
163,0.0010361425811424851,2.2115085124969482,0.0006641804939135909,5.87896465731319e-06,0.000366083113476634,,9839
,,,,,,0.0005,9840
164,0.0010153434704989195,2.2065224647521973,0.0006955662393011153,7.478916359104915e-06,0.0003122983907815069,,9899
,,,,,,0.0005,9900
165,0.0008940168772824109,2.2047903537750244,0.0006762312259525061,6.704153292957926e-06,0.00021108158398419619,,9959
,,,,,,0.0005,9960
166,0.0010485837701708078,2.2149932384490967,0.00068364676553756,5.882113327970728e-06,0.0003590549749787897,,10019
,,,,,,0.0005,10020
167,0.0008241206523962319,2.208784580230713,0.0006684059044346213,6.299229426076636e-06,0.00014941558765713125,,10079
,,,,,,0.0005,10080
168,0.0008056787773966789,2.211336374282837,0.0006719517987221479,6.166555522213457e-06,0.0001275602844543755,,10139
,,,,,,0.0005,10140
169,0.0008373015443794429,2.211390256881714,0.0006841281428933144,6.897129878780106e-06,0.00014627646305598319,,10199
,,,,,,0.0005,10200
170,0.0008251731633208692,2.216348648071289,0.0006511914543807507,6.149276032374473e-06,0.00016783227329142392,,10259
,,,,,,0.00025,10260
171,0.0007124534458853304,2.2256534099578857,0.0006650655413977802,5.9206076912232675e-06,4.1467355913482606e-05,,10319
,,,,,,0.00025,10320
172,0.000679710996337235,2.22025465965271,0.0006293959449976683,5.991596026433399e-06,4.4323478505248204e-05,,10379
,,,,,,0.00025,10380
173,0.0006884120521135628,2.2235255241394043,0.0006247969577088952,5.895011781831272e-06,5.7719960750546306e-05,,10439
,,,,,,0.00025,10440
174,0.0006766177830286324,2.228368043899536,0.0006274781771935523,5.820385467814049e-06,4.331918535172008e-05,,10499
,,,,,,0.00025,10500
175,0.000685286067891866,2.232619524002075,0.000623658939730376,5.679963578586467e-06,5.594707545242272e-05,,10559
,,,,,,0.00025,10560
176,0.0006759645184502006,2.236680030822754,0.0006252368912100792,5.71125247006421e-06,4.501627336139791e-05,,10619
,,,,,,0.00025,10620
177,0.0006654351018369198,2.235610008239746,0.0006200564675964415,5.8756036196427885e-06,3.950305108446628e-05,,10679
,,,,,,0.00025,10680
178,0.00066795275779441,2.236562967300415,0.0006190500571392477,5.755177880928386e-06,4.314751276979223e-05,,10739
,,,,,,0.00025,10740
179,0.0006829337798990309,2.241067409515381,0.0006109690293669701,5.796872301289113e-06,6.616794416913763e-05,,10799
,,,,,,0.00025,10800
180,0.0006885129841975868,2.242051362991333,0.0006112978444434702,5.79370544073754e-06,7.142152026062831e-05,,10859
,,,,,,0.00025,10860
181,0.000666084117256105,2.2505953311920166,0.0006135670118965209,5.610310381598538e-06,4.6906814532121643e-05,,10919
,,,,,,0.00025,10920
182,0.0006784691940993071,2.252426862716675,0.0006202352233231068,5.751065145886969e-06,5.2482864703051746e-05,,10979
,,,,,,0.00025,10980
183,0.000682179699651897,2.249582529067993,0.0006101855542510748,5.912286724196747e-06,6.608175317524001e-05,,11039
,,,,,,0.00025,11040
184,0.0006720266537740827,2.2536537647247314,0.0006026729242876172,5.705764579033712e-06,6.364800356095657e-05,,11099
,,,,,,0.00025,11100
185,0.0006762240082025528,2.2593491077423096,0.0006152578862383962,5.6249791668960825e-06,5.534109004656784e-05,,11159
,,,,,,0.00025,11160
186,0.0006850912468507886,2.256070852279663,0.0006032586679793894,5.798939582746243e-06,7.603356061736122e-05,,11219
,,,,,,0.00025,11220
187,0.0006590951816178858,2.2585949897766113,0.0006086574285291135,5.910078471060842e-06,4.452763096196577e-05,,11279
,,,,,,0.00025,11280
188,0.0006652012816630304,2.2605960369110107,0.0006027187337167561,5.826020696986234e-06,5.6656608649063855e-05,,11339
,,,,,,0.00025,11340
189,0.000694820424541831,2.264678955078125,0.0006027854979038239,5.745244379795622e-06,8.628980140201747e-05,,11399
,,,,,,0.00025,11400
190,0.0006623708177357912,2.264359474182129,0.0006050777155905962,5.655000677506905e-06,5.16379986947868e-05,,11459
,,,,,,0.00025,11460
191,0.0006662326049990952,2.263301372528076,0.0006027781055308878,5.81003905608668e-06,5.7644421758595854e-05,,11519
,,,,,,0.00025,11520
192,0.0006668412825092673,2.2653579711914062,0.0006003014859743416,5.772551958216354e-06,6.076717909309082e-05,,11579
,,,,,,0.00025,11580
193,0.0006815490778535604,2.268691301345825,0.0006090453243814409,5.759647592640249e-06,6.674424366792664e-05,,11639
,,,,,,0.00025,11640
194,0.0006881208391860127,2.2681825160980225,0.0005947655299678445,5.763662557001226e-06,8.759166667005047e-05,,11699
,,,,,,0.00025,11700
195,0.0006895837723277509,2.2734808921813965,0.0006016803672537208,5.717909061786486e-06,8.21855355752632e-05,,11759
,,,,,,0.00025,11760
196,0.0006544585339725018,2.2791500091552734,0.0006069276132620871,5.7013203331734985e-06,4.182960037724115e-05,,11819
,,,,,,0.00025,11820
197,0.0007001794292591512,2.2770957946777344,0.0005995017127133906,6.0556308199011255e-06,9.462211892241612e-05,,11879
,,,,,,0.00025,11880
198,0.0006720240926370025,2.273785352706909,0.0005951975472271442,6.045164354873123e-06,7.078138150973246e-05,,11939
,,,,,,0.00025,11940
199,0.0006714632618241012,2.27978777885437,0.0006011249497532845,5.772465101472335e-06,6.456574192270637e-05,,11999
,,,,,,0.00025,12000
