epoch,loss,loss/beta,loss/data,loss/ic,loss/res,lr,step
,,,,,,0.0005,0
0,1420.8028564453125,2.037370443344116,0.3649023771286011,1406.99072265625,13.447198867797852,,43
,,,,,,0.0005,44
1,971.9281616210938,0.5071163773536682,0.29806193709373474,971.1139526367188,0.5160742402076721,,87
,,,,,,0.0005,88
2,866.2901000976562,0.1095769926905632,0.2972714900970459,865.9478759765625,0.04489639028906822,,131
,,,,,,0.0005,132
3,792.935302734375,0.1369192749261856,0.2972604036331177,792.6250610351562,0.013078390620648861,,175
,,,,,,0.0005,176
4,727.8328247070312,0.1519315093755722,0.2972932457923889,727.5256958007812,0.009843231178820133,,219
,,,,,,0.0005,220
5,667.8582153320312,0.15912187099456787,0.29732799530029297,667.552734375,0.00810657162219286,,263
,,,,,,0.0005,264
6,611.7996215820312,0.16416272521018982,0.29736092686653137,611.49560546875,0.006723685190081596,,307
,,,,,,0.0005,308
7,559.0498046875,0.1682654172182083,0.29739153385162354,558.7466430664062,0.005597305484116077,,351
,,,,,,0.0005,352
8,509.25836181640625,0.17183548212051392,0.2974197566509247,508.95623779296875,0.0046805115416646,,395
,,,,,,0.0005,396
9,462.2039794921875,0.17507722973823547,0.2974456548690796,461.9027404785156,0.003933721221983433,,439
,,,,,,0.0005,440
10,417.7373962402344,0.17811071872711182,0.29746952652931213,417.4365234375,0.0033234150614589453,,483
,,,,,,0.0005,484
11,375.7522888183594,0.18101094663143158,0.2974914312362671,375.4520263671875,0.0028221679385751486,,527
,,,,,,0.0005,528
12,336.171142578125,0.1838258057832718,0.29751157760620117,335.8713073730469,0.0024080511648207903,,571
,,,,,,0.0005,572
13,298.9346923828125,0.1865861564874649,0.2975304126739502,298.6350402832031,0.0020637307316064835,,615
,,,,,,0.0005,616
14,263.99676513671875,0.18931187689304352,0.297547847032547,263.697509765625,0.0017755664885044098,,659
,,,,,,0.0005,660
15,231.3210906982422,0.19201552867889404,0.2975640594959259,231.02200317382812,0.001532818889245391,,703
,,,,,,0.0005,704
16,200.8780059814453,0.1947048008441925,0.29757922887802124,200.5791015625,0.0013270213967189193,,747
,,,,,,0.0005,748
17,172.6434326171875,0.1973840594291687,0.29759350419044495,172.3446807861328,0.0011514599900692701,,791
,,,,,,0.0005,792
18,146.59722900390625,0.20005562901496887,0.29760703444480896,146.2986297607422,0.001000781892798841,,835
,,,,,,0.0005,836
