epoch,loss,loss/beta,loss/data,loss/ic,loss/res,loss/smma,lr,step
,,,,,,,0.0005,0
0,2.222442626953125,0.5206676721572876,0.0873013511300087,0.3645022213459015,1.7706390619277954,,,45
,,,,,,,0.0005,46
1,0.015923183411359787,1.0276057720184326,0.01004964578896761,0.002357415622100234,0.0035161233972758055,,,91
,,,,,,,0.0005,92
2,0.010040425695478916,1.2252411842346191,0.010028800927102566,3.8133216548885684e-06,7.815123353793751e-06,,,137
,,,,,,,0.0005,138
3,0.010034235194325447,1.2364526987075806,0.010028643533587456,5.477691615851654e-07,5.044364570494508e-06,,,183
,,,,,,,0.0005,184
4,0.010033676400780678,1.244676947593689,0.010028311051428318,5.040938617639767e-07,4.859132786805276e-06,,,229
,,,,,,,0.0005,230
5,0.010033064521849155,1.253775715827942,0.010027855634689331,4.975736374035478e-07,4.709966106020147e-06,,,275
,,,,,,,0.0005,276
6,0.010032347403466702,1.2637760639190674,0.010027248412370682,4.980179255653638e-07,4.600532065524021e-06,,,321
,,,,,,,0.0005,322
7,0.010031481273472309,1.2747446298599243,0.010026433505117893,5.057052590018429e-07,4.544091098068748e-06,,,367
,,,,,,,0.0005,368
8,0.010030410252511501,1.286834955215454,0.010025330819189548,5.235573894424306e-07,4.554212409857428e-06,,,413
,,,,,,,0.0005,414
9,0.010029014199972153,1.3003183603286743,0.010023805312812328,5.553303026317735e-07,4.652375082514482e-06,,,459
,,,,,,,0.0005,460
10,0.010027104057371616,1.3156461715698242,0.010021619498729706,6.077019634176395e-07,4.87655597680714e-06,,,505
,,,,,,,0.0005,506
11,0.010024335235357285,1.333585500717163,0.010018342174589634,6.945662107682438e-07,5.297421012073755e-06,,,551
,,,,,,,0.0005,552
12,0.010020103305578232,1.3555138111114502,0.01001320593059063,8.438907457275491e-07,6.054499863239471e-06,,,597
,,,,,,,0.0005,598
13,0.010013430379331112,1.3840818405151367,0.010004876181483269,1.1151903436257271e-06,7.439173714374192e-06,,,643
,,,,,,,0.0005,644
14,0.010002625174820423,1.424887776374817,0.009990812279284,1.6604192296654219e-06,1.015421366901137e-05,,,689
,,,,,,,0.0005,690
15,0.009983967989683151,1.4917913675308228,0.009964601136744022,3.005402959388448e-06,1.6360889276256785e-05,,,735
,,,,,,,0.0005,736
16,0.009946290403604507,1.6295708417892456,0.00990416668355465,7.819264283170924e-06,3.430466676945798e-05,,,781
,,,,,,,0.0005,782
17,0.00986057985574007,2.040287494659424,0.0097368024289608,3.685868068714626e-05,8.692023402545601e-05,,,827
,,,,,,,0.0005,828
18,0.009605981409549713,2.9735491275787354,0.009364639408886433,8.832768799038604e-05,0.0001530139852548018,,,873
,,,,,,,0.0005,874
19,0.009329495020210743,3.3370416164398193,0.009146658703684807,8.493581117363647e-05,9.789953037397936e-05,,,919
,,,,,,,0.0005,920
20,0.009104665368795395,3.258615016937256,0.00877133384346962,7.634921348653734e-05,0.00025698106037452817,,,965
,,,,,,,0.0005,966
21,0.008989058434963226,3.1043829917907715,0.008642797358334064,8.057412196649238e-05,0.00026568735484033823,,,1011
,,,,,,,0.0005,1012
22,0.008892434649169445,3.139594316482544,0.008512895554304123,6.149132968857884e-05,0.0003180467174388468,,,1057
,,,,,,,0.0005,1058
23,0.008882918395102024,3.1887130737304688,0.008406090550124645,6.418914563255385e-05,0.00041263611637987196,,,1103
,,,,,,,0.0005,1104
24,0.008808900602161884,3.150888204574585,0.008368725888431072,5.6804354244377464e-05,0.0003833698283415288,,,1149
,,,,,,,0.0005,1150
25,0.008688565343618393,3.1795921325683594,0.008261114358901978,5.079921174910851e-05,0.00037665251875296235,,,1195
,,,,,,,0.0005,1196
